#Gene	pfamid	SP	TM	Start	End	Length	Strand	Contig	Source	pfam_desc	Taxonomy
demo|00133	PF00330.20;PF06434.13;PF11791.8;	No	0	144962	147565	2604	1	bin00.contig0000	Prodigal_v2.6.3	"Aconitase family (aconitate hydratase)";"Aconitate hydratase 2 N-terminus";"Aconitate B N-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00134	PF05168.14;	No	0	147838	148272	435	1	bin00.contig0000	Prodigal_v2.6.3	"HEPN domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Kamptonema;s__Kamptonema formosum
demo|00137	PF05973.14;	No	0	149351	149599	249	1	bin00.contig0000	Prodigal_v2.6.3	"Phage derived protein Gp49-like (DUF891)";	UNKNOWN
demo|00139	PF01724.16;	No	0	149854	150291	438	1	bin00.contig0000	Prodigal_v2.6.3	"Domain of unknown function DUF29";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|00147	PF11848.8;	No	0	2518	3009	492	-1	bin00.contig0001	Prodigal_v2.6.3	"Domain of unknown function (DUF3368)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Arthrospira;s__Arthrospira platensis
demo|00148	PF03683.13;	No	0	3006	3257	252	-1	bin00.contig0001	Prodigal_v2.6.3	"Uncharacterised protein family (UPF0175)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Arthrospira;s__Arthrospira platensis
demo|00149	PF13374.6;	No	0	3340	7122	3783	-1	bin00.contig0001	Prodigal_v2.6.3	"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Arthrospira;s__Arthrospira platensis
demo|00155	PF16277.5;	No	0	9610	9933	324	-1	bin00.contig0001	Prodigal_v2.6.3	"Domain of unknown function (DUF4926)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus chthonoplastes
demo|00156	PF00355.26;	No	0	10257	12002	1746	1	bin00.contig0001	Prodigal_v2.6.3	"Rieske [2Fe-2S] domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_B;
demo|00157	PF00679.24;PF00009.27;PF03144.25;	No	0	12113	13903	1791	1	bin00.contig0001	Prodigal_v2.6.3	"Elongation factor G C-terminus";"Elongation factor Tu GTP binding domain";"Elongation factor Tu domain 2";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00158	PF08241.12;	No	0	14191	15273	1083	1	bin00.contig0001	Prodigal_v2.6.3	"Methyltransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00159	PF10722.9;	No	0	15399	15854	456	1	bin00.contig0001	Prodigal_v2.6.3	"Putative bacterial sensory transduction regulator";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00160	PF03099.19;	No	0	15918	16631	714	1	bin00.contig0001	Prodigal_v2.6.3	"Biotin/lipoate A/B protein ligase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00161	PF12770.7;	No	0	16665	19001	2337	1	bin00.contig0001	Prodigal_v2.6.3	"CHAT domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00163	PF00459.25;	No	0	19708	20667	960	-1	bin00.contig0001	Prodigal_v2.6.3	"Inositol monophosphatase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00164	PF00174.19;	No	0	20728	21714	987	-1	bin00.contig0001	Prodigal_v2.6.3	"Oxidoreductase molybdopterin binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00165	PF03188.16;	No	4	21922	22434	513	1	bin00.contig0001	Prodigal_v2.6.3	"Eukaryotic cytochrome b561";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00167	PF03772.16;PF13567.6;	YES	11	22508	24748	2241	1	bin00.contig0001	Prodigal_v2.6.3	"Competence protein";"Domain of unknown function (DUF4131)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00170	PF00724.20;	No	0	24745	25851	1107	-1	bin00.contig0001	Prodigal_v2.6.3	"NADH:flavin oxidoreductase / NADH oxidase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00172	PF00069.25;PF00400.32;	No	0	27017	29137	2121	1	bin00.contig0001	Prodigal_v2.6.3	"Protein kinase domain";"WD domain, G-beta repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00173	PF01073.19;	No	0	29189	30214	1026	1	bin00.contig0001	Prodigal_v2.6.3	"3-beta hydroxysteroid dehydrogenase/isomerase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00176	PF11051.8;	No	0	32537	33460	924	-1	bin00.contig0001	Prodigal_v2.6.3	"Mannosyltransferase putative";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00178	PF13399.6;PF03816.14;	No	1	34623	36029	1407	-1	bin00.contig0001	Prodigal_v2.6.3	"LytR cell envelope-related transcriptional attenuator";"Cell envelope-related transcriptional attenuator domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00182	PF00082.22;	No	0	36577	38139	1563	-1	bin00.contig0001	Prodigal_v2.6.3	"Subtilase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00183	PF00834.19;	No	0	38359	39066	708	1	bin00.contig0001	Prodigal_v2.6.3	"Ribulose-phosphate 3 epimerase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00184	PF01435.18;	No	1	39116	40006	891	-1	bin00.contig0001	Prodigal_v2.6.3	"Peptidase family M48";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00186	PF01906.17;	No	1	40039	40479	441	-1	bin00.contig0001	Prodigal_v2.6.3	"Putative heavy-metal-binding";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00188	PF01906.17;	No	0	40498	40860	363	-1	bin00.contig0001	Prodigal_v2.6.3	"Putative heavy-metal-binding";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00191	PF00571.28;PF00571.28;PF01368.20;	No	0	42488	45277	2790	1	bin00.contig0001	Prodigal_v2.6.3	"CBS domain";"DHH family";"Poly A polymerase head domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00192	PF02913.19;PF01565.23;	No	0	45447	46916	1470	1	bin00.contig0001	Prodigal_v2.6.3	"FAD linked oxidases, C-terminal domain";"FAD binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00193	PF07538.11;	No	0	47092	48249	1158	1	bin00.contig0001	Prodigal_v2.6.3	"Clostridial hydrophobic W";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00194	PF11317.8;	No	1	48349	48795	447	1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF3119)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00196	PF11285.8;	No	0	48850	50568	1719	1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF3086)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00197	PF01494.19;	No	0	50878	52155	1278	1	bin00.contig0001	Prodigal_v2.6.3	"FAD binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00198	PF00218.21;	No	0	52393	53280	888	1	bin00.contig0001	Prodigal_v2.6.3	"Indole-3-glycerol phosphate synthase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00199	PF17275.2;	No	0	53405	53668	264	1	bin00.contig0001	Prodigal_v2.6.3	"Family of unknown function (DUF5340)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00200	PF00266.19;	No	0	53729	54910	1182	1	bin00.contig0001	Prodigal_v2.6.3	"Aminotransferase class-V";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00201	PF09234.10;	No	0	55005	55826	822	-1	bin00.contig0001	Prodigal_v2.6.3	"Domain of unknown function (DUF1963)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Arthrospira;s__Arthrospira platensis
demo|00202	PF11165.8;	No	0	55856	56047	192	-1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF2949)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00203	PF02643.15;	No	0	56538	57173	636	-1	bin00.contig0001	Prodigal_v2.6.3	"Uncharacterized ACR, COG1430";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00204	PF01406.19;	No	0	57261	58877	1617	-1	bin00.contig0001	Prodigal_v2.6.3	"tRNA synthetases class I (C) catalytic domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00207	PF00909.21;PF00989.25;PF07228.12;	No	11	60215	62752	2538	-1	bin00.contig0001	Prodigal_v2.6.3	"Ammonium Transporter Family";"PAS fold";"Stage II sporulation protein E (SpoIIE)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00209	PF07228.12;	No	0	62858	64231	1374	-1	bin00.contig0001	Prodigal_v2.6.3	"Stage II sporulation protein E (SpoIIE)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00210	PF05219.12;	No	0	64500	65495	996	-1	bin00.contig0001	Prodigal_v2.6.3	"DREV methyltransferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00211	PF00487.24;	No	2	65504	66508	1005	-1	bin00.contig0001	Prodigal_v2.6.3	"Fatty acid desaturase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00213	PF08241.12;	No	0	66674	67339	666	1	bin00.contig0001	Prodigal_v2.6.3	"Methyltransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00214	PF00520.31;PF10613.9;	No	4	67346	68491	1146	-1	bin00.contig0001	Prodigal_v2.6.3	"Ion transport protein";"Ligated ion channel L-glutamate- and glycine-binding site";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00216	PF07690.16;	No	11	68604	70124	1521	1	bin00.contig0001	Prodigal_v2.6.3	"Major Facilitator Superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00218	PF00127.20;	No	1	70189	70581	393	-1	bin00.contig0001	Prodigal_v2.6.3	"Copper binding proteins, plastocyanin/azurin family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00221	PF13614.6;PF17886.1;	No	0	71220	72392	1173	1	bin00.contig0001	Prodigal_v2.6.3	"AAA domain";"HSP20-like domain found in ArsA";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00222	PF00015.21;	No	2	72593	74263	1671	1	bin00.contig0001	Prodigal_v2.6.3	"Methyl-accepting chemotaxis protein (MCP) signalling domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00224	PF08241.12;	No	0	74286	74963	678	-1	bin00.contig0001	Prodigal_v2.6.3	"Methyltransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00229	PF00072.24;	No	0	75651	76010	360	-1	bin00.contig0001	Prodigal_v2.6.3	"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00230	PF01590.26;PF13185.6;PF02518.26;PF00512.25;PF00989.25;	No	0	76741	79773	3033	1	bin00.contig0001	Prodigal_v2.6.3	"GAF domain";"GAF domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"PAS fold";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00231	PF00072.24;PF00486.28;	No	0	79796	80527	732	-1	bin00.contig0001	Prodigal_v2.6.3	"Response regulator receiver domain";"Transcriptional regulatory protein, C terminal";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00232	PF01728.19;	No	0	80713	81654	942	1	bin00.contig0001	Prodigal_v2.6.3	"FtsJ-like methyltransferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00233	PF12345.8;PF04055.21;	No	0	81745	82755	1011	1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF3641) ";"Radical SAM superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00234	PF14103.6;	No	0	82781	83389	609	-1	bin00.contig0001	Prodigal_v2.6.3	"Domain of unknown function (DUF4276)";	UNKNOWN
demo|00235	PF13175.6;	No	0	83380	84540	1161	-1	bin00.contig0001	Prodigal_v2.6.3	"AAA ATPase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudophormidiales;f__Pseudophormidiaceae;g__O-77;
demo|00236	PF00155.21;	No	0	84777	86012	1236	-1	bin00.contig0001	Prodigal_v2.6.3	"Aminotransferase class I and II";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00237	PF04029.14;	No	0	86081	86842	762	-1	bin00.contig0001	Prodigal_v2.6.3	"2-phosphosulpholactate phosphatase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00238	PF03109.16;	No	2	87084	88751	1668	1	bin00.contig0001	Prodigal_v2.6.3	"ABC1 family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00240	PF00696.28;	No	0	88914	89828	915	-1	bin00.contig0001	Prodigal_v2.6.3	"Amino acid kinase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00242	PF13238.6;	No	0	90662	91243	582	-1	bin00.contig0001	Prodigal_v2.6.3	"AAA domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00243	PF01628.21;	No	0	91435	92532	1098	1	bin00.contig0001	Prodigal_v2.6.3	"HrcA protein C terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00244	PF17944.1;PF17810.1;PF02784.16;	No	0	92615	94576	1962	-1	bin00.contig0001	Prodigal_v2.6.3	"Arginine decarboxylase C-terminal helical extension";"Arginine decarboxylase helical bundle domain";"Pyridoxal-dependent decarboxylase, pyridoxal binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00245	PF00353.19;	No	0	95012	96976	1965	1	bin00.contig0001	Prodigal_v2.6.3	"RTX calcium-binding nonapeptide repeat (4 copies)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00246	PF00353.19;	No	0	97041	98600	1560	1	bin00.contig0001	Prodigal_v2.6.3	"RTX calcium-binding nonapeptide repeat (4 copies)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00249	PF08852.11;	No	0	100410	101369	960	1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF1822)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00250	PF02401.18;	No	0	101669	102883	1215	-1	bin00.contig0001	Prodigal_v2.6.3	"LytB protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00251	PF00657.22;	No	1	103035	103907	873	-1	bin00.contig0001	Prodigal_v2.6.3	"GDSL-like Lipase/Acylhydrolase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00253	PF00909.21;	No	12	104090	105868	1779	-1	bin00.contig0001	Prodigal_v2.6.3	"Ammonium Transporter Family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00255	PF00731.20;	No	0	105979	106509	531	-1	bin00.contig0001	Prodigal_v2.6.3	"AIR carboxylase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00257	PF08241.12;	No	0	107749	108300	552	-1	bin00.contig0001	Prodigal_v2.6.3	"Methyltransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00258	PF00924.18;	No	6	108363	110138	1776	-1	bin00.contig0001	Prodigal_v2.6.3	"Mechanosensitive ion channel";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00260	PF11267.8;	No	0	110210	110524	315	-1	bin00.contig0001	Prodigal_v2.6.3	"Domain of unknown function (DUF3067)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00262	PF08802.10;PF00355.26;	No	1	110894	111436	543	1	bin00.contig0001	Prodigal_v2.6.3	"Cytochrome B6-F complex Fe-S subunit ";"Rieske [2Fe-2S] domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00264	PF01333.19;PF16639.5;	No	2	111523	112518	996	1	bin00.contig0001	Prodigal_v2.6.3	"Apocytochrome F, C-terminal";"Apocytochrome F, N-terminal";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00266	PF00561.20;	No	0	112644	113489	846	1	bin00.contig0001	Prodigal_v2.6.3	"alpha/beta hydrolase fold";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00267	PF03795.14;	No	0	113520	113789	270	1	bin00.contig0001	Prodigal_v2.6.3	"YCII-related domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00268	PF09366.10;	No	0	114105	114692	588	1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF1997)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00269	PF01613.18;	No	0	114820	115317	498	1	bin00.contig0001	Prodigal_v2.6.3	"Flavin reductase like domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00270	PF01187.18;	No	0	115535	115888	354	1	bin00.contig0001	Prodigal_v2.6.3	"Macrophage migration inhibitory factor (MIF)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00271	PF01408.22;	No	0	116123	117160	1038	1	bin00.contig0001	Prodigal_v2.6.3	"Oxidoreductase family, NAD-binding Rossmann fold";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00272	PF01471.18;	No	0	117254	118375	1122	1	bin00.contig0001	Prodigal_v2.6.3	"Putative peptidoglycan binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00273	PF13231.6;	No	13	118383	120197	1815	1	bin00.contig0001	Prodigal_v2.6.3	"Dolichyl-phosphate-mannose-protein mannosyltransferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00275	PF16258.5;PF07498.12;	No	0	120269	121549	1281	-1	bin00.contig0001	Prodigal_v2.6.3	"Domain of unknown function (DUF4912)";"Rho termination factor, N-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|00276	PF11344.8;	No	0	121934	122155	222	-1	bin00.contig0001	Prodigal_v2.6.3	"Protein of unknown function (DUF3146)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00277	PF01195.19;	No	0	122214	122858	645	-1	bin00.contig0001	Prodigal_v2.6.3	"Peptidyl-tRNA hydrolase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00278	PF02416.16;	No	1	122922	123239	318	-1	bin00.contig0001	Prodigal_v2.6.3	"mttA/Hcf106 family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00280	PF00737.20;	No	1	123383	123586	204	-1	bin00.contig0001	Prodigal_v2.6.3	"Photosystem II 10 kDa phosphoprotein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|00282	PF02985.22;PF13646.6;	No	0	123933	124586	654	1	bin00.contig0001	Prodigal_v2.6.3	"HEAT repeat";"HEAT repeats";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
