#Accession	ID	Description	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PF18327	PRODH	"Proline utilization A proline dehydrogenase N-terminal domain "	2	0.02	81.49	0.01	0.00	0.00	0.12	0.00	81.34	0.01	0.03	0.00
PF07301	DUF1453	"Protein of unknown function (DUF1453)"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
PF04748	Polysacc_deac_2	"Divergent polysaccharide deacetylase"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF01648	ACPS	"4'-phosphopantetheinyl transferase superfamily"	7	0.07	2321.64	0.15	326.28	0.25	607.82	0.28	493.81	0.05	893.72	0.29
PF07264	EI24	"Etoposide-induced protein 2.4 (EI24)"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
PF03008	DUF234	"Archaea bacterial proteins of unknown function"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
PF13484	Fer4_16	"4Fe-4S double cluster binding domain"	12	0.12	1114.10	0.07	16.77	0.01	19.69	0.01	1068.55	0.12	9.09	0.00
PF09084	NMT1	"NMT1/THI5 like"	12	0.12	1390.77	0.09	0.92	0.00	36.06	0.02	1346.53	0.15	7.26	0.00
PF13620	CarboxypepD_reg	"Carboxypeptidase regulatory-like domain"	17	0.16	434.46	0.03	23.92	0.02	3.30	0.00	390.90	0.04	16.35	0.01
PF01797	Y1_Tnp	"Transposase IS200 like"	4	0.04	150.61	0.01	2.16	0.00	0.21	0.00	147.60	0.02	0.63	0.00
PF07698	7TM-7TMR_HD	"7TM receptor with intracellular HD hydrolase"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
PF13650	Asp_protease_2	"Aspartyl protease"	4	0.04	346.49	0.02	0.24	0.00	16.80	0.01	326.78	0.04	2.66	0.00
PF13525	YfiO	"Outer membrane lipoprotein"	5	0.05	319.85	0.02	0.03	0.00	3.81	0.00	312.08	0.03	3.93	0.00
PF07987	DUF1775	"Domain of unkown function (DUF1775)"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
PF02554	CstA	"Carbon starvation protein CstA"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
PF09972	DUF2207	"Predicted membrane protein (DUF2207)"	2	0.02	128.91	0.01	10.23	0.01	0.07	0.00	118.32	0.01	0.29	0.00
PF13677	MotB_plug	"Membrane MotB of proton-channel complex MotA/MotB "	1	0.01	29.16	0.00	0.03	0.00	3.61	0.00	24.78	0.00	0.76	0.00
PF08309	LVIVD	"LVIVD repeat"	5	0.05	118.08	0.01	10.67	0.01	1.26	0.00	100.23	0.01	5.92	0.00
PF13458	Peripla_BP_6	"Periplasmic binding protein"	10	0.10	2426.42	0.16	299.95	0.23	582.47	0.27	686.96	0.07	857.04	0.28
PF02522	Antibiotic_NAT	"Aminoglycoside 3-N-acetyltransferase"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
PF07081	DUF1349	"Protein of unknown function (DUF1349)"	2	0.02	51.13	0.00	0.22	0.00	0.19	0.00	50.58	0.01	0.15	0.00
PF06821	Ser_hydrolase	"Serine hydrolase"	3	0.03	279.28	0.02	0.01	0.00	0.43	0.00	277.07	0.03	1.77	0.00
PF01872	RibD_C	"RibD C-terminal domain"	10	0.10	617.45	0.04	21.45	0.02	12.47	0.01	548.23	0.06	35.29	0.01
PF09848	DUF2075	"Uncharacterized conserved protein (DUF2075)"	5	0.05	480.31	0.03	0.04	0.00	0.68	0.00	479.10	0.05	0.50	0.00
PF04357	TamB	"TamB, inner membrane protein subunit of TAM complex"	2	0.02	62.92	0.00	0.58	0.00	18.65	0.01	39.37	0.00	4.33	0.00
PF17810	Arg_decarb_HB	"Arginine decarboxylase helical bundle domain"	2	0.02	81.70	0.01	0.00	0.00	0.15	0.00	80.05	0.01	1.50	0.00
PF01750	HycI	"Hydrogenase maturation protease"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF10726	DUF2518	"Protein of function (DUF2518)"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
PF04973	NMN_transporter	"Nicotinamide mononucleotide transporter"	2	0.02	100.85	0.01	0.06	0.00	0.34	0.00	99.45	0.01	0.98	0.00
PF18269	T3SS_ATPase_C	"T3SS EscN ATPase C-terminal domain"	2	0.02	231.40	0.01	0.01	0.00	0.40	0.00	230.65	0.03	0.34	0.00
PF00488	MutS_V	"MutS domain V"	8	0.08	396.96	0.03	19.23	0.01	3.99	0.00	369.26	0.04	4.48	0.00
PF01741	MscL	"Large-conductance mechanosensitive channel, MscL"	2	0.02	216.31	0.01	0.13	0.00	0.55	0.00	215.12	0.02	0.51	0.00
PF02421	FeoB_N	"Ferrous iron transport protein B"	22	0.21	1279.41	0.08	48.77	0.04	32.91	0.02	1180.15	0.13	17.59	0.01
PF16529	Ge1_WD40	"WD40 region of Ge1, enhancer of mRNA-decapping protein"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
PF14760	Rnk_N	"Rnk N-terminus"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF04031	Las1	"Las1-like"	1	0.01	15.03	0.00	0.00	0.00	0.00	0.00	15.03	0.00	0.00	0.00
PF01098	FTSW_RODA_SPOVE	"Cell cycle protein"	8	0.08	532.99	0.03	17.14	0.01	4.77	0.00	508.53	0.06	2.55	0.00
PF01597	GCV_H	"Glycine cleavage H-protein"	4	0.04	311.43	0.02	0.03	0.00	3.78	0.00	306.50	0.03	1.13	0.00
PF13193	AMP-binding_C	"AMP-binding enzyme C-terminal domain"	27	0.26	2073.85	0.13	18.23	0.01	146.11	0.07	1851.80	0.20	57.71	0.02
PF13245	AAA_19	"AAA domain"	23	0.22	1474.39	0.09	26.92	0.02	3.20	0.00	1441.12	0.16	3.16	0.00
PF04893	Yip1	"Yip1 domain"	4	0.04	2023.86	0.13	283.80	0.22	587.61	0.27	251.98	0.03	900.47	0.30
PF09682	Phage_holin_6_1	"Bacteriophage holin of superfamily 6 (Holin_LLH)"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
PF01464	SLT	"Transglycosylase SLT domain"	12	0.12	2385.43	0.15	325.90	0.25	592.60	0.28	574.10	0.06	892.84	0.29
PF05593	RHS_repeat	"RHS Repeat"	1	0.01	68.00	0.00	0.00	0.00	0.14	0.00	67.82	0.01	0.03	0.00
PF04820	Trp_halogenase	"Tryptophan halogenase"	8	0.08	571.23	0.04	7.93	0.01	3.85	0.00	556.70	0.06	2.76	0.00
PF02897	Peptidase_S9_N	"Prolyl oligopeptidase, N-terminal beta-propeller domain"	2	0.02	98.41	0.01	0.12	0.00	0.13	0.00	98.00	0.01	0.16	0.00
PF05430	Methyltransf_30	"S-adenosyl-L-methionine-dependent methyltransferase"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
PF09369	DUF1998	"Domain of unknown function (DUF1998)"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
PF01202	SKI	"Shikimate kinase"	4	0.04	369.12	0.02	8.33	0.01	0.47	0.00	359.65	0.04	0.66	0.00
PF06014	DUF910	"Bacterial protein of unknown function (DUF910)"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF17396	DUF1611_N	"Domain of unknown function (DUF1611_N) Rossmann-like domain"	2	0.02	1886.23	0.12	325.55	0.25	585.18	0.27	86.16	0.01	889.33	0.29
PF02629	CoA_binding	"CoA binding domain"	5	0.05	207.35	0.01	10.29	0.01	1.82	0.00	190.62	0.02	4.61	0.00
PF12224	Amidoligase_2	"Putative amidoligase enzyme"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
PF00116	COX2	"Cytochrome C oxidase subunit II, periplasmic domain"	8	0.08	643.86	0.04	9.94	0.01	2.49	0.00	624.80	0.07	6.63	0.00
PF03616	Glt_symporter	"Sodium/glutamate symporter"	2	0.02	55.10	0.00	2.48	0.00	0.01	0.00	52.54	0.01	0.08	0.00
PF05982	Sbt_1	"Na+-dependent bicarbonate transporter superfamily"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
PF07724	AAA_2	"AAA domain (Cdc48 subfamily)"	21	0.20	4772.07	0.30	671.51	0.52	1173.13	0.55	1174.55	0.13	1752.87	0.58
PF08823	PG_binding_2	"Putative peptidoglycan binding domain"	4	0.04	294.29	0.02	0.44	0.00	20.76	0.01	269.52	0.03	3.57	0.00
PF06165	Glyco_transf_36	"Glycosyltransferase family 36"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF01730	UreF	"UreF"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
PF03831	PhnA	"PhnA domain"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF00294	PfkB	"pfkB family carbohydrate kinase"	10	0.10	669.28	0.04	10.28	0.01	2.50	0.00	651.81	0.07	4.70	0.00
PF00462	Glutaredoxin	"Glutaredoxin"	9	0.09	380.63	0.02	9.89	0.01	4.14	0.00	365.45	0.04	1.15	0.00
PF13240	zinc_ribbon_2	"zinc-ribbon domain"	1	0.01	13.15	0.00	0.00	0.00	0.02	0.00	11.75	0.00	1.38	0.00
PF01370	Epimerase	"NAD dependent epimerase/dehydratase family"	54	0.52	6911.96	0.44	683.22	0.53	1191.44	0.55	3273.45	0.36	1763.84	0.58
PF04305	DUF455	"Protein of unknown function (DUF455)"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
PF17769	PurK_C	"Phosphoribosylaminoimidazole carboxylase C-terminal domain"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
PF14938	SNAP	"Soluble NSF attachment protein, SNAP"	1	0.01	66.58	0.00	0.06	0.00	0.34	0.00	65.19	0.01	0.98	0.00
PF09312	SurA_N	"SurA N-terminal domain"	4	0.04	181.22	0.01	8.42	0.01	16.69	0.01	152.21	0.02	3.89	0.00
PF03403	PAF-AH_p_II	"Platelet-activating factor acetylhydrolase, isoform II"	2	0.02	2004.37	0.13	282.95	0.22	587.56	0.27	235.31	0.03	898.55	0.30
PF18563	TubC_N	"TubC N-terminal docking domain"	3	0.03	278.86	0.02	0.01	0.00	0.11	0.00	278.68	0.03	0.07	0.00
PF01195	Pept_tRNA_hydro	"Peptidyl-tRNA hydrolase"	5	0.05	335.12	0.02	10.12	0.01	20.35	0.01	301.02	0.03	3.64	0.00
PF01266	DAO	"FAD dependent oxidoreductase"	56	0.54	5878.15	0.38	402.60	0.31	657.71	0.31	3903.39	0.43	914.45	0.30
PF00542	Ribosomal_L12	"Ribosomal protein L7/L12 C-terminal domain"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF05951	Peptidase_M15_2	"Bacterial protein of unknown function (DUF882)"	2	0.02	27.50	0.00	0.23	0.00	0.01	0.00	27.15	0.00	0.11	0.00
PF01396	zf-C4_Topoisom	"Topoisomerase DNA binding C4 zinc finger"	2	0.02	295.76	0.02	7.87	0.01	0.53	0.00	286.69	0.03	0.67	0.00
PF00293	NUDIX	"NUDIX domain"	37	0.36	5735.15	0.37	687.10	0.54	1200.17	0.56	2055.43	0.22	1792.45	0.59
PF01921	tRNA-synt_1f	"tRNA synthetases class I (K)"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
PF14715	FixP_N	"N-terminal domain of cytochrome oxidase-cbb3, FixP"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
PF01203	T2SSN	"Type II secretion system (T2SS), protein N"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
PF18029	Glyoxalase_6	"Glyoxalase-like domain"	12	0.12	397.84	0.03	4.12	0.00	6.99	0.00	382.71	0.04	4.02	0.00
PF05227	CHASE3	"CHASE3 domain"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
PF03633	Glyco_hydro_65C	"Glycosyl hydrolase family 65, C-terminal domain "	4	0.04	175.58	0.01	5.10	0.00	3.65	0.00	166.21	0.02	0.61	0.00
PF01965	DJ-1_PfpI	"DJ-1/PfpI family"	5	0.05	341.38	0.02	10.60	0.01	1.36	0.00	327.80	0.04	1.62	0.00
PF01661	Macro	"Macro domain"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
PF11738	DUF3298	"Protein of unknown function (DUF3298)"	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
PF12801	Fer4_5	"4Fe-4S binding domain"	2	0.02	233.58	0.01	9.93	0.01	2.00	0.00	218.30	0.02	3.34	0.00
PF00712	DNA_pol3_beta	"DNA polymerase III beta subunit, N-terminal domain"	3	0.03	116.10	0.01	0.12	0.00	0.13	0.00	115.69	0.01	0.16	0.00
PF18074	PriA_C	"Primosomal protein N C-terminal domain"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF02971	FTCD	"Formiminotransferase domain"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
PF01958	DUF108	"Domain of unknown function DUF108"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
PF01313	Bac_export_3	"Bacterial export proteins, family 3"	2	0.02	231.40	0.01	0.01	0.00	0.40	0.00	230.65	0.03	0.34	0.00
PF02922	CBM_48	"Carbohydrate-binding module 48 (Isoamylase N-terminal domain)"	8	0.08	330.58	0.02	5.65	0.00	36.57	0.02	282.28	0.03	6.07	0.00
PF05958	tRNA_U5-meth_tr	"tRNA (Uracil-5-)-methyltransferase"	1	0.01	137.13	0.01	26.22	0.02	29.48	0.01	14.44	0.00	66.99	0.02
PF03401	TctC	"Tripartite tricarboxylate transporter family receptor"	2	0.02	51.50	0.00	0.04	0.00	3.43	0.00	47.28	0.01	0.74	0.00
PF11393	T4BSS_DotI_IcmL	"Type-IV b secretion system, inner-membrane complex component"	1	0.01	13.92	0.00	0.00	0.00	0.00	0.00	13.92	0.00	0.00	0.00
PF01103	Bac_surface_Ag	"Surface antigen"	4	0.04	164.25	0.01	0.61	0.00	22.59	0.01	135.80	0.01	5.24	0.00
PF08274	PhnA_Zn_Ribbon	"PhnA Zinc-Ribbon"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF03594	BenE	"Benzoate membrane transport protein"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
PF00654	Voltage_CLC	"Voltage gated chloride channel"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
PF16198	TruB_C_2	"tRNA pseudouridylate synthase B C-terminal domain"	5	0.05	1993.11	0.13	300.70	0.23	587.60	0.27	205.16	0.02	899.65	0.30
PF16925	TetR_C_13	"Tetracyclin repressor-like, C-terminal domain"	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
PF10400	Vir_act_alpha_C	"Virulence activator alpha C-term"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
PF07991	IlvN	"Acetohydroxy acid isomeroreductase, NADPH-binding domain"	7	0.07	322.94	0.02	19.06	0.01	0.71	0.00	302.43	0.03	0.73	0.00
PF01789	PsbP	"PsbP"	2	0.02	1746.13	0.11	298.41	0.23	563.99	0.26	30.63	0.00	853.11	0.28
PF16323	DUF4959	"Domain of unknown function (DUF4959)"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
PF00142	Fer4_NifH	"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family"	12	0.12	524.40	0.03	10.75	0.01	4.07	0.00	505.22	0.06	4.36	0.00
PF14534	DUF4440	"Domain of unknown function (DUF4440)"	2	0.02	117.61	0.01	0.56	0.00	18.54	0.01	95.48	0.01	3.02	0.00
PF13376	OmdA	"Bacteriocin-protection, YdeI or OmpD-Associated"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
PF13454	NAD_binding_9	"FAD-NAD(P)-binding"	11	0.11	2548.50	0.16	326.89	0.25	590.01	0.27	738.75	0.08	892.85	0.29
PF07504	FTP	"Fungalysin/Thermolysin Propeptide Motif"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
PF17482	Phage_sheath_1C	"Phage tail sheath C-terminal domain"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
PF04008	Adenosine_kin	"Adenosine specific kinase"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
PF01408	GFO_IDH_MocA	"Oxidoreductase family, NAD-binding Rossmann fold"	9	0.09	522.73	0.03	7.59	0.01	5.39	0.00	506.21	0.06	3.55	0.00
PF02325	YGGT	"YGGT family"	2	0.02	245.36	0.02	2.38	0.00	0.65	0.00	241.64	0.03	0.69	0.00
PF13205	Big_5	"Bacterial Ig-like domain"	4	0.04	165.29	0.01	0.00	0.00	2.19	0.00	161.33	0.02	1.77	0.00
PF00366	Ribosomal_S17	"Ribosomal protein S17"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
PF07613	DUF1576	"Protein of unknown function (DUF1576)"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF00343	Phosphorylase	"Carbohydrate phosphorylase"	2	0.02	84.72	0.01	1.48	0.00	16.67	0.01	63.98	0.01	2.59	0.00
PF00813	FliP	"FliP family"	2	0.02	69.27	0.00	0.03	0.00	3.61	0.00	64.88	0.01	0.76	0.00
PF18317	SDH_C	"Shikimate 5'-dehydrogenase C-terminal domain"	2	0.02	66.93	0.00	0.88	0.00	3.58	0.00	61.38	0.01	1.08	0.00
PF04011	LemA	"LemA family"	3	0.03	42.46	0.00	1.33	0.00	0.52	0.00	37.81	0.00	2.79	0.00
PF00491	Arginase	"Arginase family"	4	0.04	325.89	0.02	0.43	0.00	0.76	0.00	323.75	0.04	0.95	0.00
PF00391	PEP-utilizers	"PEP-utilising enzyme, mobile domain"	11	0.11	637.26	0.04	13.34	0.01	4.07	0.00	616.69	0.07	3.17	0.00
PF00430	ATP-synt_B	"ATP synthase B/B' CF(0)"	4	0.04	95.13	0.01	1.14	0.00	7.21	0.00	83.29	0.01	3.50	0.00
PF01678	DAP_epimerase	"Diaminopimelate epimerase"	2	0.02	208.93	0.01	0.22	0.00	0.45	0.00	207.84	0.02	0.43	0.00
PF03422	CBM_6	"Carbohydrate binding module (family 6)"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
PF01643	Acyl-ACP_TE	"Acyl-ACP thioesterase"	3	0.03	207.21	0.01	7.90	0.01	0.16	0.00	198.82	0.02	0.34	0.00
PF04029	2-ph_phosp	"2-phosphosulpholactate phosphatase"	2	0.02	38.60	0.00	0.12	0.00	0.16	0.00	36.80	0.00	1.53	0.00
PF00936	BMC	"BMC domain"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
PF05378	Hydant_A_N	"Hydantoinase/oxoprolinase N-terminal region"	2	0.02	106.07	0.01	0.32	0.00	0.60	0.00	103.24	0.01	1.91	0.00
PF05140	ResB	"ResB-like family"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF01960	ArgJ	"ArgJ family"	5	0.05	458.16	0.03	14.13	0.01	6.25	0.00	434.30	0.05	3.48	0.00
PF13241	NAD_binding_7	"Putative NAD(P)-binding"	10	0.10	1186.60	0.08	8.60	0.01	9.69	0.00	1164.36	0.13	3.94	0.00
PF04453	LptD	"LPS transport system D"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
PF00916	Sulfate_transp	"Sulfate permease family"	3	0.03	238.50	0.02	0.11	0.00	0.48	0.00	237.50	0.03	0.42	0.00
PF01903	CbiX	"CbiX"	2	0.02	98.84	0.01	0.02	0.00	3.65	0.00	94.36	0.01	0.80	0.00
PF05597	Phasin	"Poly(hydroxyalcanoate) granule associated protein (phasin)"	2	0.02	93.36	0.01	0.06	0.00	0.02	0.00	93.19	0.01	0.09	0.00
PF01209	Ubie_methyltran	"ubiE/COQ5 methyltransferase family"	25	0.24	6951.57	0.44	899.39	0.70	1742.83	0.81	1695.75	0.18	2613.60	0.86
PF02223	Thymidylate_kin	"Thymidylate kinase"	6	0.06	403.84	0.03	21.13	0.02	35.90	0.02	325.53	0.04	21.28	0.01
PF01791	DeoC	"DeoC/LacD family aldolase"	3	0.03	104.74	0.01	2.49	0.00	0.10	0.00	102.00	0.01	0.14	0.00
PF00025	Arf	"ADP-ribosylation factor family"	10	0.10	678.67	0.04	25.46	0.02	7.87	0.00	643.08	0.07	2.26	0.00
PF02833	DHHA2	"DHHA2 domain"	2	0.02	230.21	0.01	0.01	0.00	0.49	0.00	227.91	0.02	1.80	0.00
PF03641	Lysine_decarbox	"Possible lysine decarboxylase"	5	0.05	273.73	0.02	7.49	0.01	4.05	0.00	257.57	0.03	4.62	0.00
PF02541	Ppx-GppA	"Ppx/GppA phosphatase family"	7	0.07	236.14	0.02	2.91	0.00	4.21	0.00	226.44	0.02	2.58	0.00
PF04413	Glycos_transf_N	"3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
PF13622	4HBT_3	"Thioesterase-like superfamily"	3	0.03	134.64	0.01	0.23	0.00	0.27	0.00	133.96	0.01	0.17	0.00
PF00877	NLPC_P60	"NlpC/P60 family"	4	0.04	146.29	0.01	12.94	0.01	19.76	0.01	107.86	0.01	5.73	0.00
PF02643	DUF192	"Uncharacterized ACR, COG1430"	3	0.03	111.70	0.01	0.01	0.00	0.02	0.00	110.00	0.01	1.67	0.00
PF03993	DUF349	"Domain of Unknown Function (DUF349)"	2	0.02	88.36	0.01	9.91	0.01	1.48	0.00	74.25	0.01	2.72	0.00
PF07023	DUF1315	"Protein of unknown function (DUF1315)"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF00643	zf-B_box	"B-box zinc finger"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
PF04952	AstE_AspA	"Succinylglutamate desuccinylase / Aspartoacylase family"	9	0.09	190.54	0.01	0.74	0.00	0.40	0.00	186.07	0.02	3.34	0.00
PF00163	Ribosomal_S4	"Ribosomal protein S4/S9 N-terminal domain"	4	0.04	355.33	0.02	10.14	0.01	0.52	0.00	342.60	0.04	2.07	0.00
PF00590	TP_methylase	"Tetrapyrrole (Corrin/Porphyrin) Methylases"	7	0.07	646.21	0.04	0.28	0.00	1.09	0.00	643.69	0.07	1.16	0.00
PF07963	N_methyl	"Prokaryotic N-terminal methylation motif"	16	0.15	763.25	0.05	16.47	0.01	1.77	0.00	741.39	0.08	3.62	0.00
PF09823	DUF2357	"Domain of unknown function (DUF2357)"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
PF01386	Ribosomal_L25p	"Ribosomal L25p family"	5	0.05	2145.55	0.14	325.83	0.25	605.42	0.28	321.55	0.04	892.75	0.29
PF02527	GidB	"rRNA small subunit methyltransferase G"	2	0.02	56.61	0.00	0.14	0.00	3.63	0.00	51.87	0.01	0.97	0.00
PF00763	THF_DHG_CYH	"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"	3	0.03	169.55	0.01	16.54	0.01	0.48	0.00	151.76	0.02	0.78	0.00
PF00750	tRNA-synt_1d	"tRNA synthetases class I (R)"	4	0.04	211.39	0.01	0.26	0.00	0.48	0.00	210.41	0.02	0.24	0.00
PF05299	Peptidase_M61	"M61 glycyl aminopeptidase"	2	0.02	50.94	0.00	7.32	0.01	1.02	0.00	40.48	0.00	2.12	0.00
PF09566	RE_SacI	"SacI restriction endonuclease"	1	0.01	64.16	0.00	0.77	0.00	0.81	0.00	61.40	0.01	1.17	0.00
PF03625	DUF302	"Domain of unknown function DUF302"	3	0.03	240.52	0.02	7.56	0.01	2.13	0.00	227.03	0.02	3.80	0.00
PF10686	YAcAr	"YspA, cpYpsA-related SLOG family"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
PF14833	NAD_binding_11	"NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase"	6	0.06	561.03	0.04	2.38	0.00	1.53	0.00	556.25	0.06	0.88	0.00
PF13541	ChlI	"Subunit ChlI of Mg-chelatase"	2	0.02	198.63	0.01	21.80	0.02	41.22	0.02	76.13	0.01	59.47	0.02
PF06175	MiaE	"tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
PF12158	DUF3592	"Protein of unknown function (DUF3592)"	1	0.01	66.58	0.00	0.06	0.00	0.34	0.00	65.19	0.01	0.98	0.00
PF02602	HEM4	"Uroporphyrinogen-III synthase HemD"	4	0.04	257.47	0.02	0.22	0.00	0.48	0.00	254.85	0.03	1.91	0.00
PF07012	Curlin_rpt	"Curlin associated repeat"	2	0.02	419.47	0.03	0.03	0.00	0.99	0.00	417.74	0.05	0.71	0.00
PF01569	PAP2	"PAP2 superfamily"	4	0.04	197.64	0.01	11.19	0.01	1.61	0.00	181.78	0.02	3.06	0.00
PF08529	NusA_N	"NusA N-terminal domain"	4	0.04	215.49	0.01	10.25	0.01	3.85	0.00	200.28	0.02	1.11	0.00
PF05138	PaaA_PaaC	"Phenylacetic acid catabolic protein"	5	0.05	131.95	0.01	0.28	0.00	10.70	0.00	118.11	0.01	2.86	0.00
PF06426	SATase_N	"Serine acetyltransferase, N-terminal"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
PF08326	ACC_central	"Acetyl-CoA carboxylase, central region"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
PF16448	LapD_MoxY_N	"LapD/MoxY periplasmic domain"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
PF07862	Nif11	"Nif11 domain"	3	0.03	1872.88	0.12	298.42	0.23	564.01	0.26	157.33	0.02	853.12	0.28
PF02776	TPP_enzyme_N	"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"	11	0.11	650.44	0.04	0.88	0.00	8.88	0.00	637.88	0.07	2.80	0.00
PF03747	ADP_ribosyl_GH	"ADP-ribosylglycohydrolase"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF02570	CbiC	"Precorrin-8X methylmutase"	2	0.02	147.23	0.01	0.00	0.00	0.02	0.00	147.15	0.02	0.05	0.00
