#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	genomedb_acc	Taxonomy
metaerg.pl|00146	NODE_1_length_345883_cov_22.9161	110506	111111	606	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00147	NODE_1_length_345883_cov_22.9161	111290	111766	477	-1	No	0	GCA_002500855.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp002500855
metaerg.pl|00148	NODE_1_length_345883_cov_22.9161	111896	113614	1719	1	No	1	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00150	NODE_1_length_345883_cov_22.9161	113748	114884	1137	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00151	NODE_1_length_345883_cov_22.9161	114895	116112	1218	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00152	NODE_1_length_345883_cov_22.9161	116182	116685	504	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00153	NODE_1_length_345883_cov_22.9161	116988	119633	2646	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00154	NODE_1_length_345883_cov_22.9161	119636	120292	657	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00155	NODE_1_length_345883_cov_22.9161	120357	121043	687	1	No	0	GCF_001885615.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|00156	NODE_1_length_345883_cov_22.9161	121230	121430	201	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00157	NODE_1_length_345883_cov_22.9161	121653	122663	1011	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00158	NODE_1_length_345883_cov_22.9161	122817	123668	852	1	YES	1	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00161	NODE_1_length_345883_cov_22.9161	123671	124234	564	1	No	5	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00163	NODE_1_length_345883_cov_22.9161	124252	124932	681	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00164	NODE_1_length_345883_cov_22.9161	124932	125726	795	1	No	0	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00165	NODE_1_length_345883_cov_22.9161	125899	126210	312	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00166	NODE_1_length_345883_cov_22.9161	126235	126576	342	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00167	NODE_1_length_345883_cov_22.9161	126593	126877	285	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00168	NODE_1_length_345883_cov_22.9161	127068	128102	1035	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00169	NODE_1_length_345883_cov_22.9161	128129	129322	1194	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00170	NODE_1_length_345883_cov_22.9161	129413	129871	459	-1	No	0	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00171	NODE_1_length_345883_cov_22.9161	130257	131519	1263	-1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00172	NODE_1_length_345883_cov_22.9161	131699	133969	2271	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00173	NODE_1_length_345883_cov_22.9161	133985	135139	1155	1	No	0	GCA_002500855.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp002500855
metaerg.pl|00174	NODE_1_length_345883_cov_22.9161	135177	135518	342	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00175	NODE_1_length_345883_cov_22.9161	135718	136839	1122	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00176	NODE_1_length_345883_cov_22.9161	136983	137738	756	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00177	NODE_1_length_345883_cov_22.9161	137778	140174	2397	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00178	NODE_1_length_345883_cov_22.9161	140214	141122	909	-1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00179	NODE_1_length_345883_cov_22.9161	141316	142245	930	1	No	6	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00181	NODE_1_length_345883_cov_22.9161	142540	145185	2646	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00182	NODE_1_length_345883_cov_22.9161	145337	145594	258	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00183	NODE_1_length_345883_cov_22.9161	145596	146021	426	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00184	NODE_1_length_345883_cov_22.9161	146046	146363	318	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00185	NODE_1_length_345883_cov_22.9161	146543	147628	1086	1	No	1	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00187	NODE_1_length_345883_cov_22.9161	147708	148346	639	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00188	NODE_1_length_345883_cov_22.9161	148496	148969	474	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00189	NODE_1_length_345883_cov_22.9161	149102	149839	738	1	No	2	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00191	NODE_1_length_345883_cov_22.9161	149836	150888	1053	1	No	2	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00193	NODE_1_length_345883_cov_22.9161	150893	151531	639	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00194	NODE_1_length_345883_cov_22.9161	151649	153319	1671	-1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00195	NODE_1_length_345883_cov_22.9161	153559	154338	780	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00197	NODE_1_length_345883_cov_22.9161	154574	155908	1335	1	No	10	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00199	NODE_1_length_345883_cov_22.9161	155946	156527	582	-1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00200	NODE_1_length_345883_cov_22.9161	156960	158066	1107	1	No	0	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00201	NODE_1_length_345883_cov_22.9161	158069	159046	978	1	No	0	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00202	NODE_1_length_345883_cov_22.9161	159172	160527	1356	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00203	NODE_1_length_345883_cov_22.9161	160540	161946	1407	1	No	0	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00204	NODE_1_length_345883_cov_22.9161	162076	162855	780	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00205	NODE_1_length_345883_cov_22.9161	163055	164887	1833	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00206	NODE_1_length_345883_cov_22.9161	164976	165248	273	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00207	NODE_1_length_345883_cov_22.9161	165324	165629	306	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00208	NODE_1_length_345883_cov_22.9161	165648	166211	564	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00209	NODE_1_length_345883_cov_22.9161	166204	166701	498	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00210	NODE_1_length_345883_cov_22.9161	166702	167736	1035	1	YES	1	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00213	NODE_1_length_345883_cov_22.9161	167877	168515	639	1	No	1	GCF_900104285.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900104285
metaerg.pl|00215	NODE_1_length_345883_cov_22.9161	168602	169087	486	1	No	0	GCF_000585255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|00216	NODE_1_length_345883_cov_22.9161	169138	171447	2310	1	No	7	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00218	NODE_1_length_345883_cov_22.9161	171444	172469	1026	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00219	NODE_1_length_345883_cov_22.9161	172630	172881	252	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00220	NODE_1_length_345883_cov_22.9161	172971	174962	1992	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00221	NODE_1_length_345883_cov_22.9161	175280	175822	543	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00222	NODE_1_length_345883_cov_22.9161	176091	177011	921	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00223	NODE_1_length_345883_cov_22.9161	177028	178311	1284	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00224	NODE_1_length_345883_cov_22.9161	178308	179399	1092	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00225	NODE_1_length_345883_cov_22.9161	179392	182571	3180	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00226	NODE_1_length_345883_cov_22.9161	182605	183531	927	1	No	0	GCF_001885615.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|00227	NODE_1_length_345883_cov_22.9161	183524	184237	714	1	No	0	GCF_001885615.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|00228	NODE_1_length_345883_cov_22.9161	184238	184864	627	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00229	NODE_1_length_345883_cov_22.9161	185001	185270	270	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00230	NODE_1_length_345883_cov_22.9161	185494	187614	2121	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00231	NODE_1_length_345883_cov_22.9161	187675	188655	981	-1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00232	NODE_1_length_345883_cov_22.9161	188826	190508	1683	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00233	NODE_1_length_345883_cov_22.9161	190727	191293	567	1	No	5	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00235	NODE_1_length_345883_cov_22.9161	191380	192834	1455	1	No	2	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00237	NODE_1_length_345883_cov_22.9161	193035	194489	1455	1	No	2	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00239	NODE_1_length_345883_cov_22.9161	194942	196108	1167	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00240	NODE_1_length_345883_cov_22.9161	196120	196752	633	1	No	5	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00242	NODE_1_length_345883_cov_22.9161	196770	197726	957	1	YES	1	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00245	NODE_1_length_345883_cov_22.9161	197728	198417	690	1	No	4	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00247	NODE_1_length_345883_cov_22.9161	198460	198777	318	-1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00248	NODE_1_length_345883_cov_22.9161	198925	199794	870	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00249	NODE_1_length_345883_cov_22.9161	199995	200321	327	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00250	NODE_1_length_345883_cov_22.9161	200308	202263	1956	1	No	8	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00252	NODE_1_length_345883_cov_22.9161	202306	202782	477	1	No	4	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00254	NODE_1_length_345883_cov_22.9161	202890	203468	579	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00255	NODE_1_length_345883_cov_22.9161	203483	204487	1005	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00256	NODE_1_length_345883_cov_22.9161	204477	204788	312	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00257	NODE_1_length_345883_cov_22.9161	204801	206585	1785	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00258	NODE_1_length_345883_cov_22.9161	206578	207954	1377	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00259	NODE_1_length_345883_cov_22.9161	207960	208592	633	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00260	NODE_1_length_345883_cov_22.9161	208713	210074	1362	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00261	NODE_1_length_345883_cov_22.9161	210167	210784	618	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00262	NODE_1_length_345883_cov_22.9161	210784	210996	213	1	No	0	GCF_900101165.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|00263	NODE_1_length_345883_cov_22.9161	211148	212347	1200	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00264	NODE_1_length_345883_cov_22.9161	212361	214775	2415	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00265	NODE_1_length_345883_cov_22.9161	214789	215748	960	1	No	0	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|00266	NODE_1_length_345883_cov_22.9161	215726	217084	1359	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00267	NODE_1_length_345883_cov_22.9161	217136	217894	759	1	No	0	GCF_003003275.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|00268	NODE_1_length_345883_cov_22.9161	217898	219916	2019	1	No	1	GCF_900109325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
