metaerg.pl|00012	2.5.1.6
metaerg.pl|11125	2.1.1.199
metaerg.pl|11127	6.1.1.6
metaerg.pl|11135	6.1.1.15
metaerg.pl|11136	3.4.24.-
metaerg.pl|11145	2.5.1.7
metaerg.pl|11147	3.5.1.88
metaerg.pl|11148	2.1.2.9
metaerg.pl|11154	2.1.2.10
metaerg.pl|11156	1.4.4.2
metaerg.pl|11157	4.-.-.-
metaerg.pl|11163	3.4.11.18
metaerg.pl|11169	3.4.21.89
metaerg.pl|11178	2.4.-.-
metaerg.pl|11213	1.1.-.-
metaerg.pl|11214	2.6.1.83
metaerg.pl|11220	1.2.1.12
metaerg.pl|11220	1.2.1.-
metaerg.pl|11225	1.6.5.2
metaerg.pl|11226	2.1.1.130
metaerg.pl|11227	5.4.99.61
metaerg.pl|11228	1.7.7.1
metaerg.pl|11228	1.14.13.83
metaerg.pl|11229	2.1.1.132
metaerg.pl|11231	2.4.1.13
metaerg.pl|11232	2.4.1.230
metaerg.pl|11232	5.4.2.6
metaerg.pl|11233	5.4.4.2
metaerg.pl|11234	2.5.1.130
metaerg.pl|11234	2.5.1.-
metaerg.pl|11236	4.2.1.113
metaerg.pl|11238	3.1.2.28
metaerg.pl|11249	1.8.1.7
metaerg.pl|11252	6.6.1.1
metaerg.pl|11255	1.3.99.-
metaerg.pl|11256	1.1.1.-
metaerg.pl|11257	7.4.2.5
metaerg.pl|11270	5.2.1.8
metaerg.pl|11281	2.7.13.3
metaerg.pl|11285	1.17.1.4
metaerg.pl|11288	2.7.7.7
metaerg.pl|11291	2.7.7.-
metaerg.pl|11296	2.6.1.11
metaerg.pl|11302	1.2.1.3
metaerg.pl|11304	3.6.3.-
metaerg.pl|11311	5.1.3.34
metaerg.pl|11317	3.1.4.53
metaerg.pl|11318	4.-.-.-
metaerg.pl|11329	5.1.3.2
metaerg.pl|11340	3.5.3.6
metaerg.pl|11349	4.1.3.1
metaerg.pl|11350	2.3.3.9
metaerg.pl|11352	2.8.1.13
metaerg.pl|11352	2.1.1.61
metaerg.pl|11354	4.2.1.3
metaerg.pl|11368	4.4.1.11
metaerg.pl|11372	2.7.6.1
metaerg.pl|11380	1.2.1.70
metaerg.pl|11383	1.10.3.-
metaerg.pl|11385	7.1.1.3
metaerg.pl|11385	1.10.3.-
metaerg.pl|11398	3.4.24.71
metaerg.pl|11414	2.8.4.4
metaerg.pl|11414	2.1.1.- 2.8.1.-
metaerg.pl|11416	2.7.8.-
metaerg.pl|11421	3.1.3.5
metaerg.pl|11422	2.7.1.23
metaerg.pl|11423	1.4.1.2
metaerg.pl|11424	1.3.8.1
metaerg.pl|11430	3.4.15.5
metaerg.pl|11432	3.5.4.33
metaerg.pl|11435	1.2.1.32
metaerg.pl|11436	6.3.4.12
metaerg.pl|11437	1.14.-.-
metaerg.pl|11449	1.2.4.1
metaerg.pl|11450	1.2.1.8
metaerg.pl|11453	4.1.1.105
metaerg.pl|11457	1.1.99.-
metaerg.pl|11466	1.3.99.22
metaerg.pl|11470	3.6.5.n1
metaerg.pl|11471	3.6.5.n1
metaerg.pl|11471	3.6.5.-
metaerg.pl|11483	1.4.1.2
metaerg.pl|11493	6.1.1.4
metaerg.pl|11495	2.7.11.1
metaerg.pl|11499	3.1.3.85
metaerg.pl|11501	2.7.7.18
metaerg.pl|11502	1.13.11.11
metaerg.pl|11509	3.5.1.-
metaerg.pl|11510	1.3.1.103
metaerg.pl|11512	1.6.5.5
metaerg.pl|11518	2.7.2.11
metaerg.pl|11519	3.6.5.-
metaerg.pl|11524	7.5.2.6
metaerg.pl|11527	3.1.26.12
metaerg.pl|11527	3.1.4.-
metaerg.pl|11530	5.4.2.2
metaerg.pl|11531	7.1.1.-
metaerg.pl|11533	7.1.1.-
metaerg.pl|11535	7.1.1.-
metaerg.pl|11535	1.6.-.-
metaerg.pl|11537	7.1.1.-
metaerg.pl|11539	7.1.1.-
metaerg.pl|11541	7.1.1.-
metaerg.pl|11542	7.1.1.-
metaerg.pl|11545	7.1.1.-
metaerg.pl|11545	1.6.99.5
metaerg.pl|11546	1.6.99.3
metaerg.pl|11547	7.1.1.-
metaerg.pl|11547	1.6.99.5
metaerg.pl|11550	7.1.1.-
metaerg.pl|11553	3.5.4.13
metaerg.pl|11556	3.5.-.-
metaerg.pl|11559	1.3.5.1
metaerg.pl|11560	1.3.5.1
metaerg.pl|11560	1.3.99.1
metaerg.pl|11563	1.1.1.37
metaerg.pl|11571	6.3.5.5
metaerg.pl|11572	3.1.26.4
metaerg.pl|11573	2.3.1.181
metaerg.pl|11574	2.3.1.12
metaerg.pl|11577	5.3.1.1
metaerg.pl|11578	2.7.2.3
metaerg.pl|11579	1.2.1.12
metaerg.pl|11579	1.2.1.-
metaerg.pl|11581	1.1.1.25
metaerg.pl|11582	2.7.7.60
metaerg.pl|11583	3.6.4.12
metaerg.pl|11584	3.2.2.-
metaerg.pl|11585	4.1.1.36
metaerg.pl|11585	6.3.2.5
metaerg.pl|11585	4.1.1.36 6.3.2.5
metaerg.pl|11587	2.7.4.8
metaerg.pl|11592	3.4.11.1
metaerg.pl|11593	1.1.1.385
metaerg.pl|11599	3.6.1.65
metaerg.pl|11618	4.2.1.96
metaerg.pl|11619	3.1.-.-
metaerg.pl|11623	4.1.1.31
metaerg.pl|11624	1.2.1.79
metaerg.pl|11631	6.3.2.-
metaerg.pl|11633	6.3.2.-
metaerg.pl|11635	2.5.1.26
metaerg.pl|11638	3.7.1.-
metaerg.pl|11640	5.1.3.3
metaerg.pl|11642	2.5.1.-
metaerg.pl|11648	3.6.3.-
metaerg.pl|11651	3.3.2.12
metaerg.pl|11651	1.2.1.91
metaerg.pl|11655	1.14.13.149
metaerg.pl|11658	2.3.2.-
metaerg.pl|11679	2.2.1.1
metaerg.pl|11699	3.2.1.20
metaerg.pl|11702	3.1.3.25
metaerg.pl|11703	1.14.19.42
metaerg.pl|11706	2.6.1.17
metaerg.pl|11707	3.5.-.-
metaerg.pl|11709	1.6.99.1
metaerg.pl|11719	1.5.1.42
metaerg.pl|11719	1.-.-.-
metaerg.pl|11720	1.-.-.-
metaerg.pl|11721	2.3.3.16
metaerg.pl|11722	2.3.3.16
metaerg.pl|11725	3.1.3.79
metaerg.pl|11726	2.4.1.213
metaerg.pl|11772	3.5.1.2
metaerg.pl|11773	1.3.1.-
metaerg.pl|11777	1.2.4.1
metaerg.pl|11785	1.14.11.1
metaerg.pl|11787	2.1.1.-
metaerg.pl|11801	2.7.1.-
metaerg.pl|11803	3.5.1.25
metaerg.pl|11810	1.1.1.292
metaerg.pl|11812	1.1.1.-
metaerg.pl|11813	2.6.1.16
metaerg.pl|11817	1.-.-.-
metaerg.pl|11819	2.4.1.332
metaerg.pl|11819	5.4.2.6
metaerg.pl|11824	3.4.11.2
metaerg.pl|11833	1.4.1.9
metaerg.pl|11834	2.2.1.6
metaerg.pl|11846	7.3.2.1
metaerg.pl|11846	3.6.3.27
metaerg.pl|11847	7.3.2.1
metaerg.pl|11847	3.6.3.27
metaerg.pl|11861	3.4.24.-
metaerg.pl|11864	4.2.99.18
metaerg.pl|11867	2.3.2.6
metaerg.pl|11875	3.5.1.88
metaerg.pl|11880	3.1.-.-
metaerg.pl|11884	3.4.21.102
metaerg.pl|11884	3.4.21.-
metaerg.pl|11887	2.4.1.-
metaerg.pl|11890	7.1.1.-
metaerg.pl|11894	2.2.1.9
metaerg.pl|11895	4.1.2.25
metaerg.pl|11896	3.1.1.-
metaerg.pl|11903	2.7.1.15
metaerg.pl|11904	3.5.4.1
metaerg.pl|11908	1.4.1.3
metaerg.pl|11909	1.13.11.75
metaerg.pl|11915	2.3.1.179
metaerg.pl|11916	5.2.1.8
metaerg.pl|11920	1.10.3.9
metaerg.pl|11925	2.6.1.83
metaerg.pl|11928	2.3.1.117
metaerg.pl|11929	3.5.1.18
metaerg.pl|11930	3.1.3.71
metaerg.pl|11935	2.1.1.-
metaerg.pl|11936	1.1.1.153
metaerg.pl|11937	2.4.99.17
metaerg.pl|11938	6.5.1.1
metaerg.pl|11945	7.3.2.1
metaerg.pl|11945	3.6.3.27
metaerg.pl|11955	6.1.1.17
metaerg.pl|11956	4.3.2.2
metaerg.pl|11961	2.3.1.182
metaerg.pl|11963	2.3.1.-
metaerg.pl|11964	2.3.1.-
metaerg.pl|11965	3.1.1.-
metaerg.pl|11966	2.6.1.42
metaerg.pl|11967	1.1.1.85
metaerg.pl|11971	3.1.3.102
metaerg.pl|11976	5.1.1.23
metaerg.pl|11977	6.3.2.53
metaerg.pl|11977	6.3.2.9
metaerg.pl|11983	4.2.1.33
metaerg.pl|11984	4.2.1.33
metaerg.pl|11986	2.3.3.13
metaerg.pl|11991	4.2.1.113
metaerg.pl|11992	6.5.1.1
metaerg.pl|11996	2.5.1.145
metaerg.pl|11996	2.4.99.-
metaerg.pl|12003	1.8.1.4
metaerg.pl|12004	2.3.1.168
metaerg.pl|12005	1.2.4.4
metaerg.pl|12006	1.2.4.4
metaerg.pl|12006	1.2.4.1
metaerg.pl|12008	1.3.1.9
metaerg.pl|12011	2.3.1.179
metaerg.pl|12013	1.1.1.100
metaerg.pl|12015	2.3.1.180
metaerg.pl|12016	2.3.1.39
metaerg.pl|12018	3.6.1.-
metaerg.pl|12018	3.6.-.-
metaerg.pl|12019	3.6.3.-
metaerg.pl|12025	1.5.1.-
metaerg.pl|12029	3.5.2.-
metaerg.pl|12030	4.1.3.27
metaerg.pl|12031	3.4.13.18
metaerg.pl|12036	1.2.4.1
metaerg.pl|12038	1.11.1.15
metaerg.pl|12047	1.3.-.-
metaerg.pl|12056	2.6.1.85
metaerg.pl|12057	4.1.3.27
metaerg.pl|12059	2.6.1.42
metaerg.pl|12061	1.-.-.-
metaerg.pl|12062	1.2.4.2
metaerg.pl|12072	1.4.1.2
metaerg.pl|12074	3.6.1.40
metaerg.pl|12084	1.14.14.5
metaerg.pl|12091	3.4.16.4
metaerg.pl|12093	3.4.21.-
metaerg.pl|12095	3.5.1.-
metaerg.pl|12100	6.2.1.1
metaerg.pl|12103	1.1.1.205
metaerg.pl|12104	2.6.1.51
metaerg.pl|12108	2.7.7.7
metaerg.pl|12114	1.1.1.262
metaerg.pl|12120	3.6.4.-
metaerg.pl|12120	3.6.1.-
metaerg.pl|12127	3.6.5.n1
metaerg.pl|12127	3.6.5.-
metaerg.pl|12131	2.5.1.48
metaerg.pl|12135	2.5.1.-
metaerg.pl|12146	2.1.1.163
metaerg.pl|12146	2.1.1.-
metaerg.pl|12147	3.2.2.23
metaerg.pl|12148	6.3.4.13
metaerg.pl|12151	4.4.1.1
metaerg.pl|12152	5.4.2.10
metaerg.pl|12153	2.6.1.16
metaerg.pl|12154	3.1.1.96
metaerg.pl|12154	3.6.1.-
metaerg.pl|12155	3.6.1.9
metaerg.pl|12156	2.7.1.30
metaerg.pl|12164	7.2.2.4
metaerg.pl|12164	3.6.3.41
metaerg.pl|12171	4.1.2.49
metaerg.pl|12178	2.-.-.-
metaerg.pl|12183	6.1.1.7
metaerg.pl|12185	3.1.3.48
metaerg.pl|12186	1.1.1.100
metaerg.pl|12187	2.7.7.72
metaerg.pl|12193	2.6.99.2
metaerg.pl|12196	2.7.1.148
metaerg.pl|12202	2.7.1.30
metaerg.pl|12203	1.1.-.-
metaerg.pl|12204	6.6.1.2
metaerg.pl|12209	6.6.1.2
metaerg.pl|12210	1.14.15.33
metaerg.pl|12211	3.4.13.-
metaerg.pl|12214	2.3.1.37
metaerg.pl|12217	1.17.7.3
metaerg.pl|12217	1.17.7.1
metaerg.pl|12218	1.5.5.2
metaerg.pl|12218	1.2.1.88
metaerg.pl|12224	6.2.1.1
metaerg.pl|12225	2.7.4.3
metaerg.pl|12225	2.7.4.-
metaerg.pl|12234	2.7.7.7
metaerg.pl|12240	3.1.-.-
metaerg.pl|12242	3.4.25.2
metaerg.pl|12245	2.3.1.79
metaerg.pl|12247	5.3.1.1
metaerg.pl|12253	4.4.1.5
metaerg.pl|12254	2.1.1.45
metaerg.pl|12255	1.5.1.3
metaerg.pl|12263	7.5.2.6
metaerg.pl|12266	2.1.3.15
metaerg.pl|12266	6.4.1.2
metaerg.pl|12273	2.1.1.61
metaerg.pl|12273	1.5.-.-
metaerg.pl|12279	1.8.2.3
metaerg.pl|12286	1.8.3.1
metaerg.pl|12286	1.8.2.1
metaerg.pl|12290	2.8.5.2
metaerg.pl|12298	1.18.6.1
metaerg.pl|12299	1.18.6.1
metaerg.pl|12304	1.18.6.1
metaerg.pl|12328	1.12.99.6
metaerg.pl|12337	1.12.99.6
metaerg.pl|12338	1.12.2.1
metaerg.pl|12346	6.2.-.-
metaerg.pl|12349	5.3.2.-
metaerg.pl|12350	4.2.1.-
metaerg.pl|12362	2.5.1.47
metaerg.pl|12366	1.9.3.1
metaerg.pl|12368	1.9.3.1
metaerg.pl|12370	1.9.3.1
metaerg.pl|12377	1.3.1.-
metaerg.pl|12382	3.6.3.-
metaerg.pl|12388	3.4.24.-
metaerg.pl|12395	2.7.1.191
metaerg.pl|12395	2.7.1.69
metaerg.pl|12396	2.7.1.191
metaerg.pl|12396	2.7.1.69
metaerg.pl|12397	2.7.1.-
metaerg.pl|12402	1.13.11.2
metaerg.pl|12403	1.14.99.-
metaerg.pl|12406	2.5.1.96
metaerg.pl|12412	1.-.-.-
metaerg.pl|12418	2.5.1.78
metaerg.pl|12419	4.1.99.12
metaerg.pl|12419	3.5.4.25
metaerg.pl|12420	2.5.1.9
metaerg.pl|12421	3.5.4.26
metaerg.pl|12421	1.1.1.193
metaerg.pl|12421	3.5.4.-
metaerg.pl|12426	3.6.3.-
metaerg.pl|12427	2.7.2.1
metaerg.pl|12445	1.10.3.-
metaerg.pl|12446	1.4.1.9
metaerg.pl|12448	2.3.1.168
metaerg.pl|12449	1.2.4.4
metaerg.pl|12450	1.2.4.4
metaerg.pl|12451	1.8.1.4
metaerg.pl|12452	2.7.2.7
metaerg.pl|12453	2.3.1.19
metaerg.pl|12457	1.13.11.-
metaerg.pl|12461	4.2.-.-
metaerg.pl|12461	3.6.1.-
metaerg.pl|12462	2.3.1.-
metaerg.pl|12466	1.1.1.100
metaerg.pl|12469	2.4.1.-
metaerg.pl|12480	2.1.1.186
metaerg.pl|12488	1.14.-.-
metaerg.pl|12490	3.1.11.-
metaerg.pl|12493	6.2.1.3
metaerg.pl|12494	2.3.1.16
metaerg.pl|12495	6.2.1.3
metaerg.pl|12497	3.6.3.41
metaerg.pl|12505	4.2.1.17
metaerg.pl|12505	5.1.2.3
metaerg.pl|12505	5.3.3.8
metaerg.pl|12505	1.1.1.35
metaerg.pl|12505	4.2.1.17 5.3.3.8 1.1.1.35 5.1.2.3
metaerg.pl|12506	2.3.1.16
metaerg.pl|12507	3.5.1.-
metaerg.pl|12521	2.8.1.7
metaerg.pl|12526	6.3.2.-
metaerg.pl|12533	1.5.5.2
metaerg.pl|12533	1.2.1.88
metaerg.pl|12539	2.7.7.-
metaerg.pl|12544	2.7.1.23
metaerg.pl|12546	3.4.21.105
metaerg.pl|12554	1.9.3.1
metaerg.pl|12557	1.9.3.1
metaerg.pl|12561	7.2.2.8
metaerg.pl|12561	3.6.3.-
metaerg.pl|12565	6.1.1.1
metaerg.pl|12572	5.3.1.9
metaerg.pl|12573	2.7.1.202
metaerg.pl|12573	2.7.1.69
metaerg.pl|12575	2.7.1.56
metaerg.pl|12575	2.7.1.-
metaerg.pl|12576	2.7.3.9
metaerg.pl|12578	4.2.3.3
metaerg.pl|12579	1.2.1.12
metaerg.pl|12579	1.2.1.-
metaerg.pl|12590	4.2.1.17
metaerg.pl|12591	2.8.3.13
metaerg.pl|12592	2.6.1.45
metaerg.pl|12598	1.8.4.-
metaerg.pl|12600	4.1.1.97
metaerg.pl|12600	4.1.1.-
metaerg.pl|12601	3.5.2.17
metaerg.pl|12612	3.6.3.-
metaerg.pl|12613	3.6.3.-
metaerg.pl|12615	1.1.1.86
metaerg.pl|12620	5.1.99.5
metaerg.pl|12621	3.5.1.41
metaerg.pl|12623	4.2.1.51
metaerg.pl|12623	4.2.1.91
metaerg.pl|12633	3.5.3.26
metaerg.pl|12634	4.3.2.3
metaerg.pl|12635	2.7.1.40
metaerg.pl|12641	7.3.2.3
metaerg.pl|12669	1.2.1.3
metaerg.pl|12670	1.1.1.1
metaerg.pl|12690	4.2.3.1
metaerg.pl|12699	1.10.3.11
metaerg.pl|12704	5.1.1.7
metaerg.pl|12705	4.1.1.20
metaerg.pl|12706	4.3.2.1
metaerg.pl|12710	2.5.1.61
metaerg.pl|12711	4.2.1.75
metaerg.pl|12716	1.14.12.15
metaerg.pl|12717	3.6.4.-
metaerg.pl|12719	3.6.1.11
metaerg.pl|12724	2.7.8.-
metaerg.pl|12731	4.2.1.24
metaerg.pl|12743	1.-.-.-
metaerg.pl|12752	6.2.1.-
metaerg.pl|12762	1.13.11.83
metaerg.pl|12764	3.5.-.-
metaerg.pl|12765	3.5.2.7
metaerg.pl|12779	1.3.1.84
metaerg.pl|12782	1.3.3.3
metaerg.pl|12783	3.1.1.29
metaerg.pl|12787	1.3.8.4
metaerg.pl|12790	6.2.1.2
metaerg.pl|12791	6.4.1.4
metaerg.pl|12793	6.4.1.4
metaerg.pl|12794	1.14.-.-
metaerg.pl|12807	3.5.1.10
metaerg.pl|12823	1.4.99.-
metaerg.pl|12825	2.2.1.6
metaerg.pl|12826	1.1.1.100
metaerg.pl|12830	7.1.1.-
metaerg.pl|12832	7.1.1.-
metaerg.pl|12859	1.-.-.-
metaerg.pl|12861	1.1.1.331
metaerg.pl|12875	3.6.3.41
metaerg.pl|12890	3.4.-.-
metaerg.pl|12897	3.1.4.16
metaerg.pl|12901	4.1.99.22
metaerg.pl|12903	2.7.13.3
metaerg.pl|12904	1.3.1.-
metaerg.pl|12905	2.7.7.60
metaerg.pl|12905	4.6.1.12
metaerg.pl|12908	3.5.-.-
metaerg.pl|12910	2.4.2.8
metaerg.pl|12918	6.3.3.2
metaerg.pl|12921	2.7.4.8
metaerg.pl|12924	5.3.1.16
metaerg.pl|12926	2.6.1.16
metaerg.pl|12927	2.7.7.23
metaerg.pl|12927	2.3.1.157
metaerg.pl|12927	2.7.7.23 2.3.1.157
metaerg.pl|12936	2.6.-.-
metaerg.pl|12939	3.1.2.30
metaerg.pl|12943	4.2.1.148
metaerg.pl|12948	1.3.5.1
metaerg.pl|12951	1.3.5.1
metaerg.pl|12957	1.14.-.-
metaerg.pl|12958	4.2.1.9
metaerg.pl|12959	3.5.99.2
metaerg.pl|12966	1.18.6.1
metaerg.pl|12968	3.4.24.-
metaerg.pl|12976	2.4.1.18
metaerg.pl|12983	3.4.16.4
metaerg.pl|12987	3.6.5.-
metaerg.pl|12989	2.3.1.78
metaerg.pl|12992	3.5.1.-
metaerg.pl|12995	2.6.1.16
metaerg.pl|12996	1.97.1.12
metaerg.pl|12998	2.1.2.9
metaerg.pl|13006	3.6.1.13
metaerg.pl|13007	5.1.1.-
metaerg.pl|13013	2.1.3.2
metaerg.pl|13017	3.4.-.-
metaerg.pl|13018	3.1.1.29
metaerg.pl|13020	6.1.1.14
metaerg.pl|13027	2.2.1.2
metaerg.pl|13035	3.6.4.-
metaerg.pl|13036	1.13.11.24
metaerg.pl|13040	1.8.4.11
metaerg.pl|13050	3.1.3.48
metaerg.pl|13053	5.4.99.25
metaerg.pl|13058	4.-.-.-
metaerg.pl|13063	1.18.1.2
metaerg.pl|13064	4.-.-.-
metaerg.pl|13066	2.4.1.180
metaerg.pl|13066	2.4.1.-
metaerg.pl|13068	3.1.-.-
metaerg.pl|13072	1.3.1.-
metaerg.pl|13083	1.1.1.-
metaerg.pl|13084	4.2.1.116
metaerg.pl|13094	2.7.8.7
metaerg.pl|13095	1.-.-.-
metaerg.pl|13105	3.6.4.13
metaerg.pl|13105	3.6.4.-
metaerg.pl|13106	3.4.14.13
metaerg.pl|13107	3.4.11.1
metaerg.pl|13112	2.1.-.-
metaerg.pl|13115	2.6.1.9
metaerg.pl|13116	1.3.1.43
metaerg.pl|13124	3.4.21.-
metaerg.pl|13126	3.1.26.5
metaerg.pl|13134	2.7.1.-
metaerg.pl|13136	3.1.4.46
metaerg.pl|13140	2.8.4.4
metaerg.pl|13140	2.1.1.- 2.8.1.-
metaerg.pl|13142	1.-.-.-
metaerg.pl|13161	2.7.13.3
metaerg.pl|13169	3.4.24.70
metaerg.pl|13175	1.5.1.20
metaerg.pl|13178	6.5.1.2
metaerg.pl|13180	2.5.1.6
metaerg.pl|13181	2.2.1.1
metaerg.pl|13187	1.2.1.72
metaerg.pl|13188	2.7.2.3
metaerg.pl|13189	4.1.2.13
metaerg.pl|13193	3.1.3.18
metaerg.pl|13198	3.1.5.1
metaerg.pl|13205	6.3.2.-
metaerg.pl|13212	2.1.1.226
metaerg.pl|13213	2.7.1.23
metaerg.pl|13215	6.3.4.2
metaerg.pl|13216	3.6.1.13
metaerg.pl|13220	2.4.2.2
metaerg.pl|13257	1.9.3.1
metaerg.pl|13262	7.1.1.2
metaerg.pl|13265	7.1.1.2
metaerg.pl|13278	2.1.1.-
metaerg.pl|13279	2.7.13.3
metaerg.pl|13280	6.1.1.20
metaerg.pl|13281	6.1.1.20
metaerg.pl|13284	1.2.1.38
metaerg.pl|13285	2.3.1.35
metaerg.pl|13285	2.3.1.1
metaerg.pl|13285	2.3.1.35 2.3.1.1
metaerg.pl|13286	2.7.2.8
metaerg.pl|13287	2.6.1.11
metaerg.pl|13289	6.3.4.5
metaerg.pl|13291	4.3.2.1
metaerg.pl|13292	2.7.7.7
metaerg.pl|13292	3.1.11.1
metaerg.pl|13293	3.2.2.-
metaerg.pl|13302	4.3.3.7
metaerg.pl|13304	1.11.1.15
metaerg.pl|13306	4.1.2.50
metaerg.pl|13307	2.2.1.7
metaerg.pl|13308	2.5.1.10
metaerg.pl|13309	3.1.11.6
metaerg.pl|13314	3.6.4.-
metaerg.pl|13322	1.8.5.-
metaerg.pl|13326	2.1.1.305
metaerg.pl|13329	4.1.1.23
metaerg.pl|13335	2.7.7.7
metaerg.pl|13338	6.2.1.30
metaerg.pl|13351	2.4.1.129
metaerg.pl|13357	1.5.1.5
metaerg.pl|13357	3.5.4.9
metaerg.pl|13364	1.3.1.78
metaerg.pl|13367	2.7.4.22
metaerg.pl|13367	2.7.4.-
metaerg.pl|13371	4.3.2.1
metaerg.pl|13372	6.3.4.5
metaerg.pl|13374	2.1.3.3
metaerg.pl|13375	2.6.1.11
metaerg.pl|13376	2.7.2.8
metaerg.pl|13377	2.3.1.35
metaerg.pl|13377	2.3.1.1
metaerg.pl|13377	2.3.1.35 2.3.1.1
metaerg.pl|13378	1.2.1.38
metaerg.pl|13379	6.1.1.20
metaerg.pl|13380	6.1.1.20
metaerg.pl|13381	2.1.1.-
metaerg.pl|13386	4.3.3.7
metaerg.pl|13387	1.2.1.11
metaerg.pl|13388	5.2.1.8
metaerg.pl|13389	3.4.21.92
metaerg.pl|13394	3.1.1.45
metaerg.pl|13398	2.5.1.72
metaerg.pl|13418	1.8.4.11
metaerg.pl|13419	6.1.1.11
metaerg.pl|13420	3.4.16.4
metaerg.pl|13427	3.5.1.14
metaerg.pl|13428	3.4.22.-
metaerg.pl|13436	3.2.2.20
metaerg.pl|13473	3.6.3.14
metaerg.pl|13475	3.6.3.14
metaerg.pl|13477	3.6.3.14
metaerg.pl|13479	3.6.3.14
metaerg.pl|13480	7.1.2.2
metaerg.pl|13480	3.6.3.14
metaerg.pl|13481	3.6.3.14
metaerg.pl|13482	7.1.2.2
metaerg.pl|13482	3.6.3.14
metaerg.pl|13483	3.6.3.14
metaerg.pl|13484	3.1.13.-
metaerg.pl|13493	3.4.24.-
metaerg.pl|13495	3.1.3.5
metaerg.pl|13499	3.1.1.29
metaerg.pl|13503	1.4.1.13
metaerg.pl|13511	6.2.1.-
metaerg.pl|13518	2.7.13.3
metaerg.pl|13525	2.7.1.170
metaerg.pl|13526	3.4.24.-
metaerg.pl|13527	6.1.1.1
metaerg.pl|13528	2.1.3.9
metaerg.pl|13529	6.3.4.5
metaerg.pl|13530	3.4.17.-
metaerg.pl|13531	2.7.2.8
metaerg.pl|13532	1.2.1.38
metaerg.pl|13533	4.3.2.1
metaerg.pl|13539	3.1.3.-
metaerg.pl|13541	4.6.1.16
metaerg.pl|13542	6.1.1.2
metaerg.pl|13543	1.3.5.2
metaerg.pl|13543	1.3.98.1
metaerg.pl|13548	2.7.2.8
metaerg.pl|13549	2.6.1.11
metaerg.pl|13550	2.1.3.3
metaerg.pl|13552	6.3.4.5
metaerg.pl|13555	2.3.1.-
metaerg.pl|13556	4.3.2.1
metaerg.pl|13557	2.7.7.7
metaerg.pl|13557	3.1.11.1
metaerg.pl|13558	3.2.2.-
metaerg.pl|13577	3.2.1.-
metaerg.pl|13588	3.4.21.107
metaerg.pl|13595	2.1.2.-
metaerg.pl|13598	3.6.1.-
metaerg.pl|13599	3.6.1.-
metaerg.pl|13601	6.3.5.3
metaerg.pl|13602	4.2.2.n1
metaerg.pl|13607	7.6.2.10
metaerg.pl|13611	2.7.7.60
metaerg.pl|13611	4.6.1.12
metaerg.pl|13612	6.1.1.16
metaerg.pl|13613	2.1.1.-
metaerg.pl|13630	3.6.3.41
metaerg.pl|13634	2.1.1.37
metaerg.pl|13641	3.4.21.-
metaerg.pl|13643	3.4.21.89
metaerg.pl|13678	3.4.21.89
metaerg.pl|13680	1.14.99.48
metaerg.pl|13681	2.1.1.207
metaerg.pl|13684	2.1.1.63
metaerg.pl|13685	1.17.99.6
metaerg.pl|13685	1.-.-.-
metaerg.pl|13700	1.2.1.79
metaerg.pl|13701	2.2.1.6
metaerg.pl|13705	6.1.1.19
metaerg.pl|13708	2.4.2.19
metaerg.pl|13709	7.1.1.1
metaerg.pl|13711	7.1.1.1
metaerg.pl|13713	7.1.1.1
metaerg.pl|13714	1.1.1.86
metaerg.pl|13717	5.4.99.2
metaerg.pl|13717	5.4.99.-
metaerg.pl|13720	4.1.1.-
metaerg.pl|13740	2.1.1.-
metaerg.pl|13742	3.1.1.5
metaerg.pl|13744	1.1.1.205
metaerg.pl|13758	1.3.1.-
metaerg.pl|13767	3.-.-.-
metaerg.pl|13767	3.4.-.-
metaerg.pl|13770	1.7.7.1
metaerg.pl|13796	6.1.1.18
metaerg.pl|13829	7.6.2.-
metaerg.pl|13834	3.-.-.-
metaerg.pl|13835	2.1.1.13
metaerg.pl|13839	1.1.1.94
metaerg.pl|13841	2.3.2.5
metaerg.pl|13843	2.7.4.9
metaerg.pl|13851	3.1.13.1
metaerg.pl|13855	6.1.1.6
metaerg.pl|13868	6.3.4.5
metaerg.pl|13872	4.3.2.1
metaerg.pl|13874	2.7.7.7
metaerg.pl|13874	3.1.11.1
metaerg.pl|13875	3.2.2.-
metaerg.pl|13876	4.3.2.1
metaerg.pl|13877	1.2.1.38
metaerg.pl|13878	2.7.2.8
metaerg.pl|13891	2.7.1.23
metaerg.pl|13892	2.1.1.226
metaerg.pl|13893	3.1.3.21
metaerg.pl|13897	1.6.-.-
metaerg.pl|13911	7.1.2.2
metaerg.pl|13912	3.6.3.14
metaerg.pl|13913	7.1.2.2
metaerg.pl|13913	3.6.3.14
metaerg.pl|13914	3.6.3.14
metaerg.pl|13915	3.6.3.14
metaerg.pl|13917	3.6.3.14
metaerg.pl|13919	3.6.3.14
metaerg.pl|13941	3.1.3.5
metaerg.pl|13943	3.4.24.-
metaerg.pl|13972	3.5.4.26
metaerg.pl|13972	1.1.1.193
metaerg.pl|13972	3.5.4.26 1.1.1.193
metaerg.pl|13973	2.4.-.-
metaerg.pl|13995	4.1.99.13
metaerg.pl|13996	4.1.99.3
metaerg.pl|14015	3.6.3.14
metaerg.pl|14016	7.1.2.2
metaerg.pl|14016	3.6.3.14
