#accession	id	type	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	desc
PF00326.21	Peptidase_S9	Domain	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0	0	0	0	Prolyl oligopeptidase family
PF00329.19	Complex1_30kDa	Family	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330.20	Aconitase	Family	2	0.05	12989.47	0.05	3053.85	0.05	3961.08	0.05	2139.37	0.05	3835.16	0.05	0.00	0.00	0	0	Aconitase family (aconitate hydratase)
PF00333.20	Ribosomal_S5	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.14	0.15	0.17	0.21	Ribosomal protein S5, N-terminal domain
PF00334.19	NDK	Domain	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	Nucleoside diphosphate kinase
PF00338.22	Ribosomal_S10	Family	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	Ribosomal protein S10p/S20e
PF00342.19	PGI	Domain	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	Phosphoglucose isomerase
PF00343.20	Phosphorylase	Family	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	Carbohydrate phosphorylase
PF00344.20	SecY	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.21	0.18	0.09	0.20	SecY translocase
PF00346.19	Complex1_49kDa	Family	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347.23	Ribosomal_L6	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.13	0.10	0.14	0.11	Ribosomal protein L6
PF00348.17	polyprenyl_synt	Domain	2	0.05	12953.59	0.05	3054.66	0.05	3953.95	0.05	2104.33	0.05	3840.65	0.05	0.04	0.05	0.05	0.04	Polyprenyl synthetase
PF00350.23	Dynamin_N	Domain	7	0.16	51501.60	0.18	12194.54	0.18	15949.57	0.19	8103.13	0.18	15254.36	0.19	0.01	0.00	0	0.00	Dynamin family
PF00353.19	HemolysinCabind	Repeat	34	0.78	193723.59	0.69	45686.07	0.69	58144.84	0.68	33004.23	0.72	56888.50	0.69	0.04	0.06	0.04	0.04	RTX calcium-binding nonapeptide repeat (4 copies)
PF00355.26	Rieske	Domain	4	0.09	26018.14	0.09	6164.19	0.09	7716.75	0.09	4505.26	0.10	7631.93	0.09	0	0	0.01	0.00	Rieske [2Fe-2S] domain
PF00360.20	PHY	Family	1	0.02	6349.50	0.02	1503.75	0.02	1966.54	0.02	999.05	0.02	1880.15	0.02	0	0	0	0	Phytochrome region
PF00361.20	Proton_antipo_M	Family	9	0.21	58007.54	0.21	13628.75	0.21	17779.87	0.21	9393.86	0.20	17205.06	0.21	0.05	0.04	0.04	0.05	Proton-conducting membrane transporter
PF00364.22	Biotin_lipoyl	Domain	2	0.05	13149.09	0.05	3105.05	0.05	3920.63	0.05	2247.18	0.05	3876.23	0.05	0	0	0	0	Biotin-requiring enzyme
PF00365.20	PFK	Domain	2	0.05	13046.43	0.05	3103.50	0.05	3885.64	0.05	2309.96	0.05	3747.33	0.05	0.00	0.00	0	0	Phosphofructokinase
PF00366.20	Ribosomal_S17	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Ribosomal protein S17
PF00370.21	FGGY_N	Domain	2	0.05	12730.67	0.05	3005.07	0.05	3883.42	0.05	2055.13	0.04	3787.05	0.05	0.00	0.00	0.00	0.00	FGGY family of carbohydrate kinases, N-terminal domain
PF00374.19	NiFeSe_Hases	Family	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0	Nickel-dependent hydrogenase
PF00376.23	MerR	Family	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	MerR family regulatory protein
PF00378.20	ECH_1	Domain	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	Enoyl-CoA hydratase/isomerase
PF00380.19	Ribosomal_S9	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.12	0.12	0.15	0.16	Ribosomal protein S9/S16
PF00383.23	dCMP_cyt_deam_1	Family	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384.22	Molybdopterin	Family	1	0.02	6284.50	0.02	1490.15	0.02	1888.18	0.02	1063.09	0.02	1843.09	0.02	0	0	0	0	Molybdopterin oxidoreductase
PF00389.30	2-Hacid_dh	Domain	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.01	0.01	0.01	0.01	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390.19	malic	Domain	1	0.02	6770.44	0.02	1616.50	0.02	2047.11	0.02	1118.28	0.02	1988.54	0.02	0.00	0.00	0	0	Malic enzyme, N-terminal domain
PF00391.23	PEP-utilizers	Family	4	0.09	26105.29	0.09	6160.97	0.09	7964.09	0.09	4292.20	0.09	7688.03	0.09	0.01	0.00	0.00	0.00	PEP-utilising enzyme, mobile domain
PF00392.21	GntR	Domain	2	0.05	12752.00	0.05	3023.21	0.05	3816.46	0.04	2183.37	0.05	3728.97	0.05	0	0	0	0	Bacterial regulatory proteins, gntR family
PF00393.19	6PGD	Domain	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0	0	0	0	6-phosphogluconate dehydrogenase, C-terminal domain
PF00395.20	SLH	Family	13	0.30	83452.79	0.30	19734.49	0.30	25358.44	0.30	13763.21	0.30	24596.66	0.30	0.01	0.01	0.01	0.00	S-layer homology domain
PF00398.20	RrnaAD	Domain	1	0.02	6816.53	0.02	1618.60	0.02	2101.41	0.02	1105.73	0.02	1990.79	0.02	0	0	0	0	Ribosomal RNA adenine dimethylase
PF00400.32	WD40	Repeat	23	0.53	148294.04	0.53	34924.23	0.53	45134.96	0.53	24677.29	0.53	43557.56	0.53	4.19	3.49	4.47	3.78	WD domain, G-beta repeat
PF00401.20	ATP-synt_DE	Domain	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.00	0.00	0.00	0.00	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00403.26	HMA	Domain	3	0.07	19687.38	0.07	4649.46	0.07	5944.70	0.07	3286.72	0.07	5806.50	0.07	0	0	0	0	Heavy-metal-associated domain
PF00408.20	PGM_PMM_IV	Family	3	0.07	19151.02	0.07	4515.82	0.07	5812.87	0.07	3179.64	0.07	5642.70	0.07	0.01	0.01	0.01	0.01	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410.19	Ribosomal_S8	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.07	0.05	0.05	0.07	Ribosomal protein S8
PF00411.19	Ribosomal_S11	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.23	0.15	0.17	0.16	Ribosomal protein S11
PF00416.22	Ribosomal_S13	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.11	0.12	0.08	0.11	Ribosomal protein S13/S18
PF00420.24	Oxidored_q2	Family	2	0.05	12755.26	0.05	3006.69	0.05	3931.94	0.05	2024.32	0.04	3792.31	0.05	0	0	0	0	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421.19	PSII	Family	3	0.07	19562.78	0.07	4589.50	0.07	5997.86	0.07	3181.31	0.07	5794.10	0.07	0	0	0	0	Photosystem II protein
PF00425.18	Chorismate_bind	Family	3	0.07	19764.39	0.07	4689.34	0.07	6015.77	0.07	3257.17	0.07	5802.11	0.07	0.09	0.09	0.08	0.07	chorismate binding enzyme
PF00427.21	PBS_linker_poly	Family	6	0.14	39056.68	0.14	9187.28	0.14	12021.72	0.14	6323.42	0.14	11524.26	0.14	0.02	0.02	0.02	0.02	Phycobilisome Linker polypeptide
PF00430.18	ATP-synt_B	Family	2	0.05	12533.26	0.04	2939.16	0.04	3937.14	0.05	1914.97	0.04	3742.00	0.05	0	0	0	0	ATP synthase B/B' CF(0)
PF00436.25	SSB	Domain	2	0.05	12768.54	0.05	2996.41	0.05	3884.76	0.05	2118.66	0.05	3768.71	0.05	0.38	0.61	0.57	0.60	Single-strand binding protein family
PF00437.20	T2SSE	Family	4	0.09	26469.40	0.09	6251.99	0.09	8129.09	0.10	4310.52	0.09	7777.82	0.09	0.03	0.03	0.01	0.01	Type II/IV secretion system protein
PF00438.20	S-AdoMet_synt_N	Domain	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.00	0.00	0.00	0.00	S-adenosylmethionine synthetase, N-terminal domain
PF00440.23	TetR_N	Domain	4	0.09	27871.15	0.10	6631.78	0.10	8801.35	0.10	4125.24	0.09	8312.77	0.10	0.00	0.00	0.00	0.00	Bacterial regulatory proteins, tetR family
PF00441.24	Acyl-CoA_dh_1	Domain	1	0.02	7432.19	0.03	1801.24	0.03	2415.58	0.03	966.77	0.02	2248.60	0.03	0	0	0	0	Acyl-CoA dehydrogenase, C-terminal domain
PF00448.22	SRP54	Domain	2	0.05	12931.61	0.05	3039.84	0.05	3972.50	0.05	2098.27	0.05	3820.99	0.05	0	0	0	0	SRP54-type protein, GTPase domain
PF00449.20	Urease_alpha	Domain	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0.00	0.00	0.00	0.00	Urease alpha-subunit, N-terminal domain
PF00453.18	Ribosomal_L20	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	Ribosomal protein L20
PF00456.21	Transketolase_N	Domain	2	0.05	12710.02	0.05	2997.88	0.05	3843.11	0.05	2148.61	0.05	3720.42	0.05	0.00	0.00	0	0.00	Transketolase, thiamine diphosphate binding domain
PF00459.25	Inositol_P	Family	2	0.05	12760.95	0.05	3013.69	0.05	3853.06	0.05	2123.55	0.05	3770.65	0.05	0	0	0	0	Inositol monophosphatase family
PF00462.24	Glutaredoxin	Domain	4	0.09	19755.54	0.07	4657.87	0.07	6041.06	0.07	3260.72	0.07	5795.91	0.07	0.33	0.19	0.69	0.26	Glutaredoxin
PF00465.19	Fe-ADH	Family	2	0.05	13083.59	0.05	3098.63	0.05	3905.80	0.05	2258.64	0.05	3820.53	0.05	0	0.01	0	0.01	Iron-containing alcohol dehydrogenase
PF00466.20	Ribosomal_L10	Family	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	Ribosomal protein L10
PF00467.29	KOW	Family	2	0.05	13828.70	0.05	3262.56	0.05	4181.93	0.05	2367.71	0.05	4016.49	0.05	0	0	0	0	KOW motif
PF00472.20	RF-1	Family	3	0.07	19794.17	0.07	4670.06	0.07	6115.77	0.07	3193.54	0.07	5814.80	0.07	0.05	0.06	0.14	0.07	RF-1 domain
PF00474.17	SSF	Family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.01	0.01	0.00	0.01	Sodium:solute symporter family
PF00475.18	IGPD	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.00	0.00	0.00	0.00	Imidazoleglycerol-phosphate dehydratase
PF00476.20	DNA_pol_A	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0	0.00	DNA polymerase family A
PF00479.22	G6PD_N	Domain	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0	0	0	0	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480.20	ROK	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.00	0.00	0.00	0.00	ROK family
PF00481.21	PP2C	Family	5	0.11	32688.03	0.12	7728.90	0.12	9883.39	0.12	5513.84	0.12	9561.91	0.12	0.04	0.05	0.04	0.06	Protein phosphatase 2C
PF00482.23	T2SSF	Domain	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	Type II secretion system (T2SS), protein F
PF00483.23	NTP_transferase	Family	6	0.14	38491.77	0.14	9057.93	0.14	11710.00	0.14	6339.94	0.14	11383.90	0.14	0.02	0.02	0.02	0.02	Nucleotidyl transferase
PF00484.19	Pro_CA	Domain	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	Carbonic anhydrase
PF00485.18	PRK	Domain	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Phosphoribulokinase / Uridine kinase family
PF00486.28	Trans_reg_C	Domain	11	0.25	71211.47	0.25	16813.10	0.25	21596.77	0.25	11923.21	0.26	20878.39	0.25	0.07	0.07	0.06	0.07	Transcriptional regulatory protein, C terminal
PF00487.24	FA_desaturase	Domain	4	0.09	25905.67	0.09	6106.26	0.09	7898.57	0.09	4271.27	0.09	7629.56	0.09	0.00	0	0	0	Fatty acid desaturase
PF00488.21	MutS_V	Domain	2	0.05	12958.11	0.05	3062.23	0.05	3979.99	0.05	2108.59	0.05	3807.30	0.05	0	0	0	0	MutS domain V
PF00490.21	ALAD	Domain	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0.01	0	0.01	Delta-aminolevulinic acid dehydratase
PF00491.21	Arginase	Domain	2	0.05	12971.79	0.05	3067.55	0.05	3912.31	0.05	2220.39	0.05	3771.55	0.05	0.01	0.01	0	0.01	Arginase family
PF00494.19	SQS_PSY	Domain	3	0.07	19048.05	0.07	4475.92	0.07	5693.66	0.07	3320.22	0.07	5558.24	0.07	0.00	0.01	0	0.01	Squalene/phytoene synthase
PF00496.22	SBP_bac_5	Domain	2	0.05	12798.37	0.05	3019.80	0.05	3865.84	0.05	2162.22	0.05	3750.50	0.05	0	0	0	0	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497.20	SBP_bac_3	Domain	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	Bacterial extracellular solute-binding proteins, family 3
PF00498.26	FHA	Family	10	0.23	64469.80	0.23	15278.04	0.23	19284.34	0.23	11029.34	0.24	18878.08	0.23	0.08	0.10	0.07	0.07	FHA domain
PF00499.20	Oxidored_q3	Family	1	0.02	6504.12	0.02	1547.71	0.02	1974.40	0.02	1101.32	0.02	1880.69	0.02	0.00	0.00	0.00	0.00	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00501.28	AMP-binding	Family	5	0.11	33837.89	0.12	8022.36	0.12	10655.10	0.12	5140.95	0.11	10019.50	0.12	0.13	0.08	0.08	0.15	AMP-binding enzyme
PF00502.19	Phycobilisome	Domain	10	0.23	65221.51	0.23	15366.88	0.23	19935.06	0.23	10715.79	0.23	19203.76	0.23	4.24	4.55	2.91	4.70	Phycobilisome protein
PF00504.21	Chloroa_b-bind	Family	2	0.05	12979.85	0.05	3067.20	0.05	3919.61	0.05	2171.24	0.05	3821.80	0.05	0.00	0.00	0.00	0.00	Chlorophyll A-B binding protein
PF00507.19	Oxidored_q4	Family	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510.18	COX3	Family	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0	0	0	0	Cytochrome c oxidase subunit III
PF00512.25	HisKA	Domain	81	1.86	527362.78	1.88	124459.67	1.88	161822.45	1.90	85574.03	1.85	155506.57	1.89	4.04	3.79	4.75	3.44	His Kinase A (phospho-acceptor) domain
PF00514.23	Arm	Repeat	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.12	0.19	0.09	0.12	Armadillo/beta-catenin-like repeat
PF00515.28	TPR_1	Repeat	43	0.99	254802.49	0.91	60238.89	0.91	77235.69	0.90	42647.67	0.92	74680.31	0.91	0.02	0.04	0.03	0.03	Tetratricopeptide repeat
PF00520.31	Ion_trans	Family	2	0.05	12923.88	0.05	3054.41	0.05	3910.93	0.05	2153.61	0.05	3804.93	0.05	0.05	0.09	0.04	0.09	Ion transport protein
PF00528.22	BPD_transp_1	Family	21	0.48	131816.36	0.47	30971.32	0.47	40341.69	0.47	21516.64	0.47	38986.67	0.47	0.40	0.45	0.37	0.31	Binding-protein-dependent transport system inner membrane component
PF00533.26	BRCT	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	BRCA1 C Terminus (BRCT) domain
PF00534.20	Glycos_transf_1	Family	26	0.60	159376.61	0.57	37614.94	0.57	48539.06	0.57	26167.82	0.57	47054.77	0.57	0.45	0.37	0.64	0.38	Glycosyl transferases group 1
PF00535.26	Glycos_transf_2	Family	34	0.78	220333.36	0.79	52058.82	0.79	66830.92	0.78	36696.62	0.80	64746.96	0.79	0.31	0.28	0.26	0.36	Glycosyl transferase family 2
PF00542.19	Ribosomal_L12	Domain	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	Ribosomal protein L7/L12 C-terminal domain
PF00543.22	P-II	Domain	3	0.07	19454.85	0.07	4589.67	0.07	6056.59	0.07	3103.96	0.07	5704.62	0.07	0.00	0.00	0	0.00	Nitrogen regulatory protein P-II
PF00547.18	Urease_gamma	Domain	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	Urease, gamma subunit
PF00549.19	Ligase_CoA	Domain	2	0.05	12425.24	0.04	2920.70	0.04	3812.80	0.04	1961.47	0.04	3730.28	0.05	0.00	0.00	0	0	CoA-ligase
PF00550.25	PP-binding	Domain	4	0.09	27276.75	0.10	6481.93	0.10	8528.14	0.10	4209.14	0.09	8057.54	0.10	0	0.01	0	0.00	Phosphopantetheine attachment site
PF00551.19	Formyl_trans_N	Domain	3	0.07	19192.27	0.07	4501.50	0.07	5941.28	0.07	2982.63	0.06	5766.85	0.07	0.14	0.15	0.11	0.19	Formyl transferase
PF00557.24	Peptidase_M24	Domain	3	0.07	19926.36	0.07	4725.64	0.07	5986.89	0.07	3371.15	0.07	5842.67	0.07	0.19	0.28	0.21	0.28	Metallopeptidase family M24
PF00561.20	Abhydrolase_1	Domain	17	0.39	111268.16	0.40	26344.11	0.40	33976.45	0.40	18094.58	0.39	32853.01	0.40	0.76	0.85	0.88	0.60	alpha/beta hydrolase fold
PF00562.28	RNA_pol_Rpb2_6	Domain	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0.00	0.01	0.01	0.00	RNA polymerase Rpb2, domain 6
PF00563.20	EAL	Domain	10	0.23	65443.37	0.23	15433.84	0.23	19907.89	0.23	10830.13	0.23	19271.51	0.23	0.06	0.09	0.06	0.06	EAL domain
PF00565.17	SNase	Domain	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0.05	0.06	0.08	0.04	Staphylococcal nuclease homologue
PF00570.23	HRDC	Domain	1	0.02	6691.63	0.02	1596.18	0.02	2076.68	0.02	1046.64	0.02	1972.13	0.02	0	0	0	0	HRDC domain
PF00571.28	CBS	Domain	20	0.46	128823.60	0.46	30458.40	0.46	39307.66	0.46	21124.24	0.46	37933.33	0.46	0.93	0.71	0.72	0.78	CBS domain
PF00572.18	Ribosomal_L13	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.23	0.14	0.07	0.22	Ribosomal protein L13
PF00573.22	Ribosomal_L4	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Ribosomal protein L4/L1 family
PF00574.23	CLP_protease	Domain	5	0.11	32634.06	0.12	7688.48	0.12	9925.80	0.12	5410.94	0.12	9608.86	0.12	0.02	0.02	0.01	0.01	Clp protease
PF00575.23	S1	Domain	4	0.09	25122.76	0.09	5906.11	0.09	7615.35	0.09	4215.86	0.09	7385.43	0.09	0.00	0	0.02	0	S1 RNA binding domain
PF00578.21	AhpC-TSA	Domain	13	0.30	77796.99	0.28	18376.73	0.28	23470.42	0.27	13051.63	0.28	22898.20	0.28	0.36	0.22	0.71	0.29	AhpC/TSA family
PF00579.25	tRNA-synt_1b	Family	2	0.05	12959.19	0.05	3062.58	0.05	3923.93	0.05	2121.35	0.05	3851.32	0.05	0.00	0	0.00	0.00	tRNA synthetases class I (W and Y)
PF00581.20	Rhodanese	Domain	6	0.14	38648.19	0.14	9107.15	0.14	11672.59	0.14	6437.16	0.14	11431.32	0.14	0.03	0.02	0.02	0.01	Rhodanese-like domain
PF00582.26	Usp	Domain	10	0.23	64909.75	0.23	15308.61	0.23	19951.70	0.23	10529.01	0.23	19120.43	0.23	0.56	0.45	0.47	0.47	Universal stress protein family
PF00583.25	Acetyltransf_1	Family	14	0.32	91091.03	0.33	21541.58	0.33	27690.23	0.32	15001.42	0.33	26857.77	0.33	0.14	0.12	0.15	0.12	Acetyltransferase (GNAT) family
PF00584.20	SecE	Family	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0.02	0.04	0.03	0.04	SecE/Sec61-gamma subunits of protein translocation complex
PF00586.24	AIRS	Domain	5	0.11	31976.79	0.11	7560.28	0.11	9688.87	0.11	5241.29	0.11	9486.36	0.12	0.00	0	0.00	0.00	AIR synthase related protein, N-terminal domain
PF00587.25	tRNA-synt_2b	Domain	4	0.09	25613.48	0.09	6060.05	0.09	7747.78	0.09	4303.58	0.09	7502.07	0.09	0.26	0.30	0.29	0.21	tRNA synthetase class II core domain (G, H, P, S and T)
PF00588.19	SpoU_methylase	Family	5	0.11	31968.88	0.11	7513.58	0.11	9823.13	0.12	5150.09	0.11	9482.06	0.12	0.05	0.10	0.09	0.06	SpoU rRNA Methylase family
PF00590.20	TP_methylase	Domain	7	0.16	45669.66	0.16	10786.77	0.16	13759.19	0.16	7786.08	0.17	13337.64	0.16	0.07	0.06	0.06	0.07	Tetrapyrrole (Corrin/Porphyrin) Methylases
PF00591.21	Glycos_transf_3	Family	2	0.05	12887.02	0.05	3041.49	0.05	3931.05	0.05	2117.02	0.05	3797.47	0.05	0	0	0	0	Glycosyl transferase family, a/b domain
PF00595.24	PDZ	Domain	7	0.16	45801.30	0.16	10804.82	0.16	13936.24	0.16	7618.47	0.17	13441.77	0.16	0.01	0.01	0.01	0.01	PDZ domain
PF00596.21	Aldolase_II	Domain	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0.00	0	Class II Aldolase and Adducin N-terminal domain
PF00614.22	PLDc	Family	1	0.02	6927.58	0.02	1665.36	0.03	1961.92	0.02	1368.85	0.03	1931.45	0.02	0	0	0	0	Phospholipase D Active site motif
PF00623.20	RNA_pol_Rpb1_3	Domain	2	0.05	13013.56	0.05	3078.24	0.05	3953.66	0.05	2134.86	0.05	3846.80	0.05	0	0	0	0	RNA polymerase Rpb1, domain 3
PF00625.21	Guanylate_kin	Domain	1	0.02	6504.12	0.02	1547.71	0.02	1974.40	0.02	1101.32	0.02	1880.69	0.02	0.02	0.01	0.02	0.02	Guanylate kinase
PF00633.23	HHH	Motif	2	0.05	12764.68	0.05	2989.08	0.05	3961.86	0.05	2022.54	0.04	3791.21	0.05	0.14	0.10	0.17	0.11	Helix-hairpin-helix motif
PF00636.26	Ribonuclease_3	Family	3	0.07	19585.22	0.07	4637.75	0.07	5983.75	0.07	3218.75	0.07	5744.98	0.07	0.03	0.05	0.03	0.03	Ribonuclease III domain
PF00639.21	Rotamase	Domain	2	0.05	12941.13	0.05	3042.52	0.05	3983.74	0.05	2059.63	0.04	3855.23	0.05	0	0	0	0	PPIC-type PPIASE domain
PF00656.22	Peptidase_C14	Domain	5	0.11	32721.62	0.12	7713.10	0.12	10014.06	0.12	5352.06	0.12	9642.38	0.12	0.46	0.38	0.50	0.40	Caspase domain
PF00657.22	Lipase_GDSL	Family	5	0.11	32471.74	0.12	7650.91	0.12	9889.87	0.12	5374.03	0.12	9556.92	0.12	0	0.00	0.01	0.01	GDSL-like Lipase/Acylhydrolase
PF00662.20	Proton_antipo_N	Family	3	0.07	19341.01	0.07	4546.45	0.07	5930.30	0.07	3142.78	0.07	5721.48	0.07	0.03	0.02	0.04	0.01	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF00664.23	ABC_membrane	Family	7	0.16	45570.53	0.16	10760.08	0.16	13782.00	0.16	7623.69	0.17	13404.77	0.16	0.03	0.03	0.02	0.03	ABC transporter transmembrane region
PF00672.25	HAMP	Domain	12	0.28	77929.17	0.28	18380.26	0.28	23944.37	0.28	12612.01	0.27	22992.56	0.28	0.01	0.01	0.01	0.01	HAMP domain
PF00673.21	Ribosomal_L5_C	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	ribosomal L5P family C-terminus
PF00675.20	Peptidase_M16	Family	6	0.14	31862.96	0.11	7560.04	0.11	9572.90	0.11	5426.63	0.12	9303.39	0.11	0.00	0.01	0	0.00	Insulinase (Peptidase family M16)
PF00676.20	E1_dh	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Dehydrogenase E1 component
PF00677.17	Lum_binding	Domain	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	Lumazine binding domain
PF00679.24	EFG_C	Domain	4	0.09	26009.54	0.09	6165.34	0.09	7837.62	0.09	4378.17	0.09	7628.39	0.09	0	0	0	0	Elongation factor G C-terminus
PF00682.19	HMGL-like	Domain	3	0.07	19352.04	0.07	4555.46	0.07	6017.88	0.07	3066.43	0.07	5712.27	0.07	0	0	0	0	HMGL-like
PF00685.27	Sulfotransfer_1	Domain	10	0.23	66689.60	0.24	15841.89	0.24	20514.13	0.24	10673.17	0.23	19660.38	0.24	0.10	0.10	0.10	0.07	Sulfotransferase domain
PF00687.21	Ribosomal_L1	Domain	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	Ribosomal protein L1p/L10e family
