#kegg_pathway_id	kegg_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ko	ko_name	gene_num
04510	Focal adhesion	125	5	K06272	ILK	2
00730	Thiamine metabolism	19	10	K00788	E2.5.1.3, thiE	6
00730	Thiamine metabolism	19	10	K00878	E2.7.1.50, thiM	2
00730	Thiamine metabolism	19	10	K00941	E2.7.4.7, thiD	3
00730	Thiamine metabolism	19	10	K00949	E2.7.6.2, THI80	1
00730	Thiamine metabolism	19	10	K01516	E3.6.1.15	3
00730	Thiamine metabolism	19	10	K03148	THIF	3
00730	Thiamine metabolism	19	10	K03149	THIG	3
00730	Thiamine metabolism	19	10	K03151	THII	2
00730	Thiamine metabolism	19	10	K03707	tenA	1
00730	Thiamine metabolism	19	10	K04487	E2.8.1.7, iscS, nifS	8
05111	Vibrio cholerae pathogenic cycle	42	5	K03087	SIG2, rpoS	1
05111	Vibrio cholerae pathogenic cycle	42	5	K03092	SIG54, rpoN	1
05111	Vibrio cholerae pathogenic cycle	42	5	K10909	luxQ	102
05111	Vibrio cholerae pathogenic cycle	42	5	K10916	cqsS, luxN	151
05111	Vibrio cholerae pathogenic cycle	42	5	K10942	flrB, fleS	92
01053	Biosynthesis of siderophore group nonribosomal peptides	29	4	K02364	ENTF	37
01053	Biosynthesis of siderophore group nonribosomal peptides	29	4	K02552	MENF	1
01053	Biosynthesis of siderophore group nonribosomal peptides	29	4	K04781	YBTS	1
01053	Biosynthesis of siderophore group nonribosomal peptides	29	4	K04784	HMWP2, irp2	1
00564	Glycerophospholipid metabolism	59	14	K00006	E1.1.1.8, GPD1	7
00564	Glycerophospholipid metabolism	59	14	K00057	E1.1.1.94, gpsA	7
00564	Glycerophospholipid metabolism	59	14	K00105	E1.1.3.21	1
00564	Glycerophospholipid metabolism	59	14	K00111	E1.1.99.5A, glpA, glpD	1
00564	Glycerophospholipid metabolism	59	14	K00655	E2.3.1.51, plsC	2
00564	Glycerophospholipid metabolism	59	14	K00981	E2.7.7.41, CDS1, cdsA	3
00564	Glycerophospholipid metabolism	59	14	K00995	E2.7.8.5, pgsA	2
00564	Glycerophospholipid metabolism	59	14	K00998	E2.7.8.8, pssA	10
00564	Glycerophospholipid metabolism	59	14	K01048	E3.1.1.5, pldB	2
00564	Glycerophospholipid metabolism	59	14	K01096	E3.1.3.27B, pgpB	3
00564	Glycerophospholipid metabolism	59	14	K01126	E3.1.4.46, glpQ	3
00564	Glycerophospholipid metabolism	59	14	K05939	E2.3.1.40, aas	34
00564	Glycerophospholipid metabolism	59	14	K06131	CLS	11
00564	Glycerophospholipid metabolism	59	14	K08744	CRLS	1
00010	Glycolysis / Gluconeogenesis	56	36	K00001	E1.1.1.1, adh	22
00010	Glycolysis / Gluconeogenesis	56	36	K00016	LDH	7
00010	Glycolysis / Gluconeogenesis	56	36	K00114	E1.1.99.8	3
00010	Glycolysis / Gluconeogenesis	56	36	K00128	E1.2.1.3	17
00010	Glycolysis / Gluconeogenesis	56	36	K00131	E1.2.1.9, gapN	2
00010	Glycolysis / Gluconeogenesis	56	36	K00134	GAPD, gapA	13
00010	Glycolysis / Gluconeogenesis	56	36	K00161	PDHA	20
00010	Glycolysis / Gluconeogenesis	56	36	K00162	PDHB	29
00010	Glycolysis / Gluconeogenesis	56	36	K00163	aceE	22
00010	Glycolysis / Gluconeogenesis	56	36	K00170	porB	16
00010	Glycolysis / Gluconeogenesis	56	36	K00171	porD	25
00010	Glycolysis / Gluconeogenesis	56	36	K00172	porG	13
00010	Glycolysis / Gluconeogenesis	56	36	K00382	DLD, lpd, pdhD	42
00010	Glycolysis / Gluconeogenesis	56	36	K00627	DLAT, aceF, pdhC	5
00010	Glycolysis / Gluconeogenesis	56	36	K00845	glk	9
00010	Glycolysis / Gluconeogenesis	56	36	K00850	PFK	2
00010	Glycolysis / Gluconeogenesis	56	36	K00873	PK, pyk	99
00010	Glycolysis / Gluconeogenesis	56	36	K00886	E2.7.1.63, ppgK	1
00010	Glycolysis / Gluconeogenesis	56	36	K00927	PGK	7
00010	Glycolysis / Gluconeogenesis	56	36	K01512	E3.6.1.7, acyP	1
00010	Glycolysis / Gluconeogenesis	56	36	K01568	E4.1.1.1, pdc	8
00010	Glycolysis / Gluconeogenesis	56	36	K01623	ALDO, fbaB	3
00010	Glycolysis / Gluconeogenesis	56	36	K01624	FBA, fbaA	2
00010	Glycolysis / Gluconeogenesis	56	36	K01689	ENO	2
00010	Glycolysis / Gluconeogenesis	56	36	K01785	E5.1.3.3, galM	3
00010	Glycolysis / Gluconeogenesis	56	36	K01803	TPI, tpiA	5
00010	Glycolysis / Gluconeogenesis	56	36	K01810	GPI, pgi	2
00010	Glycolysis / Gluconeogenesis	56	36	K01834	PGAM, gpm	9
00010	Glycolysis / Gluconeogenesis	56	36	K01835	E5.4.2.2, pgm	12
00010	Glycolysis / Gluconeogenesis	56	36	K01837	BPGM	5
00010	Glycolysis / Gluconeogenesis	56	36	K01895	E6.2.1.1, acs	30
00010	Glycolysis / Gluconeogenesis	56	36	K02446	glpX	1
00010	Glycolysis / Gluconeogenesis	56	36	K03841	FBP	2
00010	Glycolysis / Gluconeogenesis	56	36	K04022	EUTG	1
00010	Glycolysis / Gluconeogenesis	56	36	K05344	E2.7.1.41	4
00010	Glycolysis / Gluconeogenesis	56	36	K11532	glpX-SEBP	1
00970	Aminoacyl-tRNA biosynthesis	28	24	K00604	E2.1.2.9, fmt	6
00970	Aminoacyl-tRNA biosynthesis	28	24	K01866	E6.1.1.1, tyrS	6
00970	Aminoacyl-tRNA biosynthesis	28	24	K01867	E6.1.1.2, trpS	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K01868	E6.1.1.3, thrS	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K01869	E6.1.1.4, leuS	3
00970	Aminoacyl-tRNA biosynthesis	28	24	K01870	E6.1.1.5, ileS	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K01872	E6.1.1.7, alaS	3
00970	Aminoacyl-tRNA biosynthesis	28	24	K01873	E6.1.1.9, valS	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K01874	E6.1.1.10, metG	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K01875	E6.1.1.11, serS	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K01876	E6.1.1.12, aspS	3
00970	Aminoacyl-tRNA biosynthesis	28	24	K01878	E6.1.1.14A, glyQ	1
00970	Aminoacyl-tRNA biosynthesis	28	24	K01880	E6.1.1.14C, GRS1	1
00970	Aminoacyl-tRNA biosynthesis	28	24	K01881	E6.1.1.15, proS	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K01883	E6.1.1.16A, cysS	3
00970	Aminoacyl-tRNA biosynthesis	28	24	K01885	E6.1.1.17, gltX	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K01886	E6.1.1.18, glnS	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K01887	E6.1.1.19, argS	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K01889	E6.1.1.20A, pheS	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K01890	E6.1.1.20B, pheT	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K01892	E6.1.1.21S, hisS	3
00970	Aminoacyl-tRNA biosynthesis	28	24	K01893	E6.1.1.22, asnS	2
00970	Aminoacyl-tRNA biosynthesis	28	24	K04567	LYSU, KARS	4
00970	Aminoacyl-tRNA biosynthesis	28	24	K04568	GENX	2
00790	Folate biosynthesis	52	24	K00072	E1.1.1.153, spr	1
00790	Folate biosynthesis	52	24	K00201	E1.2.99.5B, fwdB, fmdB	6
00790	Folate biosynthesis	52	24	K00202	E1.2.99.5C, fwdC, fmdC	10
00790	Folate biosynthesis	52	24	K00203	E1.2.99.5D, fwdD, fmdD	6
00790	Folate biosynthesis	52	24	K00204	E1.2.99.5H, fwdH	19
00790	Folate biosynthesis	52	24	K00205	E1.2.99.5F, fwdF, fmdF	32
00790	Folate biosynthesis	52	24	K00320	E1.5.99.11, hmd	5
00790	Folate biosynthesis	52	24	K00357	QDPR	1
00790	Folate biosynthesis	52	24	K00441	E1.12.98.1B, frhB	34
00790	Folate biosynthesis	52	24	K00443	E1.12.98.1G, frhG	26
00790	Folate biosynthesis	52	24	K00796	E2.5.1.15, folP	2
00790	Folate biosynthesis	52	24	K00950	E2.7.6.3, folK	1
00790	Folate biosynthesis	52	24	K01495	E3.5.4.16, folE	1
00790	Folate biosynthesis	52	24	K01529	E3.6.1.-	17
00790	Folate biosynthesis	52	24	K01633	E4.1.2.25, folB	1
00790	Folate biosynthesis	52	24	K01664	pabA	19
00790	Folate biosynthesis	52	24	K01665	pabB	19
00790	Folate biosynthesis	52	24	K01737	E4.2.3.12, ptpS	3
00790	Folate biosynthesis	52	24	K02619	pabC	20
00790	Folate biosynthesis	52	24	K03388	E1.8.98.1A	248
00790	Folate biosynthesis	52	24	K03390	E1.8.98.1C	15
00790	Folate biosynthesis	52	24	K08264	E1.8.98.1D	13
00790	Folate biosynthesis	52	24	K11260	E1.2.99.5G, fwdG	25
00790	Folate biosynthesis	52	24	K11261	E1.2.99.5E, fmdE	2
00460	Cyanoamino acid metabolism	13	7	K00600	E2.1.2.1, glyA	2
00460	Cyanoamino acid metabolism	13	7	K00681	E2.3.2.2, ggt	8
00460	Cyanoamino acid metabolism	13	7	K01188	E3.2.1.21	3
00460	Cyanoamino acid metabolism	13	7	K01424	E3.5.1.1, ansA, ansB	2
00460	Cyanoamino acid metabolism	13	7	K01426	E3.5.1.4, amiE	3
00460	Cyanoamino acid metabolism	13	7	K01501	E3.5.5.1	1
00460	Cyanoamino acid metabolism	13	7	K05349	BGLX	3
00350	Tyrosine metabolism	54	16	K00001	E1.1.1.1, adh	22
00350	Tyrosine metabolism	54	16	K00055	E1.1.1.90	5
00350	Tyrosine metabolism	54	16	K00135	E1.2.1.16, gabD	4
00350	Tyrosine metabolism	54	16	K00151	E1.2.1.60, hpaE	5
00350	Tyrosine metabolism	54	16	K00157	E1.2.3.1, AOX1	6
00350	Tyrosine metabolism	54	16	K00450	E1.13.11.4	2
00350	Tyrosine metabolism	54	16	K00457	E1.13.11.27	4
00350	Tyrosine metabolism	54	16	K00492	E1.14.13.-	10
00350	Tyrosine metabolism	54	16	K00599	E2.1.1.-	50
00350	Tyrosine metabolism	54	16	K00812	E2.6.1.1A, aspB	6
00350	Tyrosine metabolism	54	16	K00813	E2.6.1.1B, aspC	1
00350	Tyrosine metabolism	54	16	K00817	E2.6.1.9, hisC	10
00350	Tyrosine metabolism	54	16	K00832	E2.6.1.57, tyrB	1
00350	Tyrosine metabolism	54	16	K01555	E3.7.1.2, FAH	4
00350	Tyrosine metabolism	54	16	K01593	E4.1.1.28, DDC	2
00350	Tyrosine metabolism	54	16	K01800	E5.2.1.2, maiA	2
00791	Atrazine degradation	11	5	K01428	E3.5.1.5A, ureC	1
00791	Atrazine degradation	11	5	K01429	E3.5.1.5B, ureB	3
00791	Atrazine degradation	11	5	K01430	E3.5.1.5G, ureA	3
00791	Atrazine degradation	11	5	K01457	E3.5.1.54	15
00791	Atrazine degradation	11	5	K03382	E3.5.99.3	1
01056	Biosynthesis of type II polyketide backbone	5	1	K05554	ACTVII	2
00271	Methionine metabolism	38	20	K00548	E2.1.1.13, metH	9
00271	Methionine metabolism	38	20	K00558	E2.1.1.37, DNMT, dcm	6
00271	Methionine metabolism	38	20	K00604	E2.1.2.9, fmt	6
00271	Methionine metabolism	38	20	K00641	E2.3.1.31, metX	16
00271	Methionine metabolism	38	20	K00651	E2.3.1.46, metA	1
00271	Methionine metabolism	38	20	K00789	E2.5.1.6, metK	3
00271	Methionine metabolism	38	20	K00797	E2.5.1.16, SRM, speE	1
00271	Methionine metabolism	38	20	K00832	E2.6.1.57, tyrB	1
00271	Methionine metabolism	38	20	K00899	E2.7.1.100	1
00271	Methionine metabolism	38	20	K01243	E3.2.2.9, pfs	3
00271	Methionine metabolism	38	20	K01251	E3.3.1.1, ahcY	3
00271	Methionine metabolism	38	20	K01611	E4.1.1.50, speD	1
00271	Methionine metabolism	38	20	K01697	E4.2.1.22, CBS	40
00271	Methionine metabolism	38	20	K01739	E2.5.1.48, metB	4
00271	Methionine metabolism	38	20	K01740	E2.5.1.49, metY	6
00271	Methionine metabolism	38	20	K01758	E4.4.1.1	2
00271	Methionine metabolism	38	20	K01760	E4.4.1.8, metC	12
00271	Methionine metabolism	38	20	K01874	E6.1.1.10, metG	2
00271	Methionine metabolism	38	20	K08968	E1.8.4.14	4
00271	Methionine metabolism	38	20	K10764	METZ	2
00473	D-Alanine metabolism	4	4	K00824	E2.6.1.21, dat	2
00473	D-Alanine metabolism	4	4	K01775	E5.1.1.1, alr	2
00473	D-Alanine metabolism	4	4	K01921	E6.3.2.4, ddlA	8
00473	D-Alanine metabolism	4	4	K03367	E6.1.1.13, dltC	33
00633	Trinitrotoluene degradation	22	12	K00170	porB	16
00633	Trinitrotoluene degradation	22	12	K00171	porD	25
00633	Trinitrotoluene degradation	22	12	K00172	porG	13
00633	Trinitrotoluene degradation	22	12	K00192	E1.2.99.2A, cdhA	3
00633	Trinitrotoluene degradation	22	12	K00197	E1.2.99.2G, cdhE	1
00633	Trinitrotoluene degradation	22	12	K03518	E1.2.99.2S, coxS	14
00633	Trinitrotoluene degradation	22	12	K03519	E1.2.99.2M, cutM, coxM	6
00633	Trinitrotoluene degradation	22	12	K03520	E1.2.99.2L, cutL, coxL	6
00633	Trinitrotoluene degradation	22	12	K06282	E1.12.99.6S	1
00633	Trinitrotoluene degradation	22	12	K10680	NEMA	1
00633	Trinitrotoluene degradation	22	12	K11180	E1.8.99.3A, dsrA	5
00633	Trinitrotoluene degradation	22	12	K11181	E1.8.99.3B, dsrB	22
00590	Arachidonic acid metabolism	28	4	K00432	E1.11.1.9	4
00590	Arachidonic acid metabolism	28	4	K00465	E1.13.11.-	5
00590	Arachidonic acid metabolism	28	4	K00681	E2.3.2.2, ggt	8
00590	Arachidonic acid metabolism	28	4	K00687	E2.3.2.-	1
00624	1- and 2-Methylnaphthalene degradation	13	7	K00001	E1.1.1.1, adh	22
00624	1- and 2-Methylnaphthalene degradation	13	7	K00120	E1.1.-.-	26
00624	1- and 2-Methylnaphthalene degradation	13	7	K00155	E1.2.1.-	12
00624	1- and 2-Methylnaphthalene degradation	13	7	K00480	E1.14.13.1	4
00624	1- and 2-Methylnaphthalene degradation	13	7	K00492	E1.14.13.-	10
00624	1- and 2-Methylnaphthalene degradation	13	7	K01041	E2.8.3.-	2
00624	1- and 2-Methylnaphthalene degradation	13	7	K03384	E1.14.12.-	3
00626	Naphthalene and anthracene degradation	12	9	K00120	E1.1.-.-	26
00626	Naphthalene and anthracene degradation	12	9	K00155	E1.2.1.-	12
00626	Naphthalene and anthracene degradation	12	9	K00465	E1.13.11.-	5
00626	Naphthalene and anthracene degradation	12	9	K00480	E1.14.13.1	4
00626	Naphthalene and anthracene degradation	12	9	K00492	E1.14.13.-	10
00626	Naphthalene and anthracene degradation	12	9	K00517	E1.14.-.-	22
00626	Naphthalene and anthracene degradation	12	9	K00599	E2.1.1.-	50
00626	Naphthalene and anthracene degradation	12	9	K01563	E3.8.1.5, dhaA	1
00626	Naphthalene and anthracene degradation	12	9	K03380	E1.14.13.7	1
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00052	E1.1.1.85, leuB	4
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00053	E1.1.1.86, ilvC	3
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00161	PDHA	20
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00162	PDHB	29
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00163	aceE	22
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00263	E1.4.1.9	12
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00826	E2.6.1.42, ilvE	10
00290	Valine, leucine and isoleucine biosynthesis	20	19	K00835	avtA	2
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01649	E2.3.3.13, leuA	7
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01652	E2.2.1.6L, ilvB, ilvG, ilvI	47
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01653	E2.2.1.6S, ilvH, ilvN	6
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01687	E4.2.1.9, ilvD	4
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01703	leuC	10
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01704	leuD	10
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01754	E4.3.1.19, ilvA, tdcB	20
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01869	E6.1.1.4, leuS	3
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01870	E6.1.1.5, ileS	2
00290	Valine, leucine and isoleucine biosynthesis	20	19	K01873	E6.1.1.9, valS	2
00290	Valine, leucine and isoleucine biosynthesis	20	19	K09011	cimA	1
00643	Styrene degradation	19	9	K00146	E1.2.1.39, feaB	1
00643	Styrene degradation	19	9	K00465	E1.13.11.-	5
00643	Styrene degradation	19	9	K01039	E2.8.3.12A, gctA	1
00643	Styrene degradation	19	9	K01426	E3.5.1.4, amiE	3
00643	Styrene degradation	19	9	K01501	E3.5.5.1	1
00643	Styrene degradation	19	9	K01502	E3.5.5.7	1
00643	Styrene degradation	19	9	K01555	E3.7.1.2, FAH	4
00643	Styrene degradation	19	9	K01666	E4.1.3.39, mhpE	3
00643	Styrene degradation	19	9	K01800	E5.2.1.2, maiA	2
00220	Urea cycle and metabolism of amino groups	48	31	K00128	E1.2.1.3	17
00220	Urea cycle and metabolism of amino groups	48	31	K00137	E1.2.1.19	1
00220	Urea cycle and metabolism of amino groups	48	31	K00145	E1.2.1.38, argC	14
00220	Urea cycle and metabolism of amino groups	48	31	K00147	E1.2.1.41, proA	2
00220	Urea cycle and metabolism of amino groups	48	31	K00611	E2.1.3.3, OTC, argF, argI	5
00220	Urea cycle and metabolism of amino groups	48	31	K00618	E2.3.1.1	11
00220	Urea cycle and metabolism of amino groups	48	31	K00619	E2.3.1.1A, argA	11
00220	Urea cycle and metabolism of amino groups	48	31	K00620	E2.3.1.1J, argJ	11
00220	Urea cycle and metabolism of amino groups	48	31	K00657	E2.3.1.57, speG	1
00220	Urea cycle and metabolism of amino groups	48	31	K00797	E2.5.1.16, SRM, speE	1
00220	Urea cycle and metabolism of amino groups	48	31	K00818	E2.6.1.11, argD	16
00220	Urea cycle and metabolism of amino groups	48	31	K00930	E2.7.2.8, argB	11
00220	Urea cycle and metabolism of amino groups	48	31	K00931	E2.7.2.11, proB	9
00220	Urea cycle and metabolism of amino groups	48	31	K01270	E3.4.13.3, pepD	2
00220	Urea cycle and metabolism of amino groups	48	31	K01426	E3.5.1.4, amiE	3
00220	Urea cycle and metabolism of amino groups	48	31	K01428	E3.5.1.5A, ureC	1
00220	Urea cycle and metabolism of amino groups	48	31	K01429	E3.5.1.5B, ureB	3
00220	Urea cycle and metabolism of amino groups	48	31	K01430	E3.5.1.5G, ureA	3
00220	Urea cycle and metabolism of amino groups	48	31	K01438	E3.5.1.16, argE	11
00220	Urea cycle and metabolism of amino groups	48	31	K01457	E3.5.1.54	15
00220	Urea cycle and metabolism of amino groups	48	31	K01480	E3.5.3.11, speB	4
00220	Urea cycle and metabolism of amino groups	48	31	K01581	E4.1.1.17, ODC1, speC, speF	5
00220	Urea cycle and metabolism of amino groups	48	31	K01583	E4.1.1.19	4
00220	Urea cycle and metabolism of amino groups	48	31	K01585	E4.1.1.19S, speA	4
00220	Urea cycle and metabolism of amino groups	48	31	K01611	E4.1.1.50, speD	1
00220	Urea cycle and metabolism of amino groups	48	31	K01755	E4.3.2.1, argH	11
00220	Urea cycle and metabolism of amino groups	48	31	K01940	E6.3.4.5, argG	12
00220	Urea cycle and metabolism of amino groups	48	31	K01941	E6.3.4.6	17
00220	Urea cycle and metabolism of amino groups	48	31	K01948	E6.3.4.16, CPS1	3
00220	Urea cycle and metabolism of amino groups	48	31	K09472	PUUC, aldH	8
00220	Urea cycle and metabolism of amino groups	48	31	K10536	E3.5.3.12	1
04310	Wnt signaling pathway	100	2	K04427	MAP3K7, TAK1	3
04310	Wnt signaling pathway	100	2	K04496	CTBP	2
04020	Calcium signaling pathway	129	11	K00491	E1.14.13.39, nos	2
04020	Calcium signaling pathway	129	11	K04854	CACNA1G	2
04020	Calcium signaling pathway	129	11	K05850	ATP2B	1
04020	Calcium signaling pathway	129	11	K05864	CYPD, PPID	18
04020	Calcium signaling pathway	129	11	K08041	ADCY1	2
04020	Calcium signaling pathway	129	11	K08042	ADCY2	2
04020	Calcium signaling pathway	129	11	K08043	ADCY3	2
04020	Calcium signaling pathway	129	11	K08044	ADCY4	2
04020	Calcium signaling pathway	129	11	K08047	ADCY7	2
04020	Calcium signaling pathway	129	11	K08048	ADCY8	2
04020	Calcium signaling pathway	129	11	K08049	ADCY9	2
00401	Novobiocin biosynthesis	10	7	K00210	E1.3.1.12	9
00401	Novobiocin biosynthesis	10	7	K00220	E1.3.1.43, tyrC	3
00401	Novobiocin biosynthesis	10	7	K00812	E2.6.1.1A, aspB	6
00401	Novobiocin biosynthesis	10	7	K00813	E2.6.1.1B, aspC	1
00401	Novobiocin biosynthesis	10	7	K00817	E2.6.1.9, hisC	10
00401	Novobiocin biosynthesis	10	7	K00832	E2.6.1.57, tyrB	1
00401	Novobiocin biosynthesis	10	7	K04517	TYRA2, tyrA	11
00540	Lipopolysaccharide biosynthesis	31	14	K00677	E2.3.1.129, lpxA	22
00540	Lipopolysaccharide biosynthesis	31	14	K00748	E2.4.1.182, lpxB	1
00540	Lipopolysaccharide biosynthesis	31	14	K00912	E2.7.1.130, lpxK	1
00540	Lipopolysaccharide biosynthesis	31	14	K00979	E2.7.7.38, kdsB	2
00540	Lipopolysaccharide biosynthesis	31	14	K01627	E2.5.1.55, kdsA	1
00540	Lipopolysaccharide biosynthesis	31	14	K02517	HTRB	1
00540	Lipopolysaccharide biosynthesis	31	14	K02527	KDTA	1
00540	Lipopolysaccharide biosynthesis	31	14	K02535	LPXC	3
00540	Lipopolysaccharide biosynthesis	31	14	K02536	LPXD	28
00540	Lipopolysaccharide biosynthesis	31	14	K02840	WAAB, rfaB	8
00540	Lipopolysaccharide biosynthesis	31	14	K02844	WAAG, rfaG	16
00540	Lipopolysaccharide biosynthesis	31	14	K03270	E3.1.3.45, kdsC	1
00540	Lipopolysaccharide biosynthesis	31	14	K03276	WAAR, rfaJ	1
00540	Lipopolysaccharide biosynthesis	31	14	K03279	WAAJ, rfaJ	1
03030	DNA replication	50	17	K01972	E6.5.1.2, ligA, ligB	4
03030	DNA replication	50	17	K02314	DNAB	4
03030	DNA replication	50	17	K02316	DNAG	6
03030	DNA replication	50	17	K02335	DPO1, polA	5
03030	DNA replication	50	17	K02337	DPO3A1, dnaE	19
03030	DNA replication	50	17	K02338	DPO3B, dnaN	4
03030	DNA replication	50	17	K02339	DPO3C, holC	2
03030	DNA replication	50	17	K02340	DPO3D1, holA	20
03030	DNA replication	50	17	K02341	DPO3D2, holB	21
03030	DNA replication	50	17	K02342	DPO3E, dnaQ	50
03030	DNA replication	50	17	K02343	DPO3G, dnaX	21
03030	DNA replication	50	17	K03111	SSB	5
03030	DNA replication	50	17	K03469	E3.1.26.4A, RNASEH1, rnhA	6
03030	DNA replication	50	17	K03470	E3.1.26.4B, rnhB	4
03030	DNA replication	50	17	K03471	E3.1.26.4C, rnhC	1
03030	DNA replication	50	17	K03763	DPO3A2, polC	11
03030	DNA replication	50	17	K10747	LIG1	3
03450	Non-homologous end-joining	19	2	K01971	E6.5.1.1, lig	1
03450	Non-homologous end-joining	19	2	K10979	KU	3
00190	Oxidative phosphorylation	200	81	K00234	SDHA, SDH1	5
00190	Oxidative phosphorylation	200	81	K00235	SDHB, SDH2	17
00190	Oxidative phosphorylation	200	81	K00239	sdhA	5
00190	Oxidative phosphorylation	200	81	K00240	sdhB	26
00190	Oxidative phosphorylation	200	81	K00241	sdhC	3
00190	Oxidative phosphorylation	200	81	K00242	sdhD	2
00190	Oxidative phosphorylation	200	81	K00244	frdA	7
00190	Oxidative phosphorylation	200	81	K00245	frdB	21
00190	Oxidative phosphorylation	200	81	K00246	frdC	11
00190	Oxidative phosphorylation	200	81	K00329	E1.6.5.3	26
00190	Oxidative phosphorylation	200	81	K00330	NUOA	2
00190	Oxidative phosphorylation	200	81	K00331	NUOB	3
00190	Oxidative phosphorylation	200	81	K00332	NUOC	3
00190	Oxidative phosphorylation	200	81	K00333	NUOD	3
00190	Oxidative phosphorylation	200	81	K00334	NUOE	9
00190	Oxidative phosphorylation	200	81	K00335	NUOF	25
00190	Oxidative phosphorylation	200	81	K00336	NUOG	14
00190	Oxidative phosphorylation	200	81	K00337	NUOH	12
00190	Oxidative phosphorylation	200	81	K00338	NUOI	12
00190	Oxidative phosphorylation	200	81	K00340	NUOK	3
00190	Oxidative phosphorylation	200	81	K00341	NUOL	2
00190	Oxidative phosphorylation	200	81	K00343	NUON	3
00190	Oxidative phosphorylation	200	81	K00356	E1.6.99.3	44
00190	Oxidative phosphorylation	200	81	K00405	CCOO	6
00190	Oxidative phosphorylation	200	81	K00406	CCOP	1
00190	Oxidative phosphorylation	200	81	K00411	RIP1	1
00190	Oxidative phosphorylation	200	81	K00412	CYTB	1
00190	Oxidative phosphorylation	200	81	K00413	CYT1	1
00190	Oxidative phosphorylation	200	81	K00425	CYDA	2
00190	Oxidative phosphorylation	200	81	K00426	CYDB	3
00190	Oxidative phosphorylation	200	81	K00937	E2.7.4.1, ppk	6
00190	Oxidative phosphorylation	200	81	K01507	E3.6.1.1, ppa	3
00190	Oxidative phosphorylation	200	81	K02108	ATPF0A, atpB	3
00190	Oxidative phosphorylation	200	81	K02109	ATPF0B, atpF	1
00190	Oxidative phosphorylation	200	81	K02110	ATPF0C, atpE	5
00190	Oxidative phosphorylation	200	81	K02111	ATPF1A, atpA	3
00190	Oxidative phosphorylation	200	81	K02112	ATPF1B, atpD	4
00190	Oxidative phosphorylation	200	81	K02113	ATPF1D, atpH	2
00190	Oxidative phosphorylation	200	81	K02114	ATPF1E, atpC	3
00190	Oxidative phosphorylation	200	81	K02115	ATPF1G, atpG	3
00190	Oxidative phosphorylation	200	81	K02117	ATPVA, ntpA	1
00190	Oxidative phosphorylation	200	81	K02118	ATPVB, ntpB	1
00190	Oxidative phosphorylation	200	81	K02119	ATPVC, ntpC	1
00190	Oxidative phosphorylation	200	81	K02120	ATPVD, ntpD	1
00190	Oxidative phosphorylation	200	81	K02122	ATPVF, ntpF	1
00190	Oxidative phosphorylation	200	81	K02123	ATPVI, ntpI	1
00190	Oxidative phosphorylation	200	81	K02124	ATPVK, ntpK	5
00190	Oxidative phosphorylation	200	81	K02126	ATPeF0A, MTATP6	3
00190	Oxidative phosphorylation	200	81	K02128	ATPeF0C, ATP5G	5
00190	Oxidative phosphorylation	200	81	K02155	ATPeVPL, ATP6L	5
00190	Oxidative phosphorylation	200	81	K02257	COX10	5
00190	Oxidative phosphorylation	200	81	K02258	COX11	3
00190	Oxidative phosphorylation	200	81	K02259	COX15	1
00190	Oxidative phosphorylation	200	81	K02274	COXA	5
00190	Oxidative phosphorylation	200	81	K02275	COXB	6
00190	Oxidative phosphorylation	200	81	K02276	COXC	1
00190	Oxidative phosphorylation	200	81	K02301	CYOE	2
00190	Oxidative phosphorylation	200	81	K02826	QOXA	1
00190	Oxidative phosphorylation	200	81	K02828	QOXC	1
00190	Oxidative phosphorylation	200	81	K03661	ATPeVPF, ATP6F	5
00190	Oxidative phosphorylation	200	81	K03885	NDH	22
00190	Oxidative phosphorylation	200	81	K03934	NDUFS1	7
