#accession	name	isology	mainrole	subrole	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	description
TIGR01171	rplB_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.00	0.00	0.00	0.00	ribosomal protein uL2
TIGR01172	cysE	equivalog	Amino acid biosynthesis	Serine family	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0.00	0	0.01	serine O-acetyltransferase
TIGR01173	glmU	equivalog	Central intermediary metabolism	Amino sugars	1	0.02	6035.25	0.02	1455.63	0.02	1784.65	0.02	1098.32	0.02	1696.66	0.02	0	0	0	0	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR01175	pilM	subfamily	UNKNOWN	UNKNOWN	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.01	0.00	0.00	type IV pilus assembly protein PilM
TIGR01179	galE	equivalog	Energy metabolism	Sugars	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.02	0.01	0.01	0.01	UDP-glucose 4-epimerase GalE
TIGR01181	dTDP_gluc_dehyt	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	dTDP-glucose 4,6-dehydratase
TIGR01182	eda	subfamily	Energy metabolism	Entner-Doudoroff	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
TIGR01183	ntrB	equivalog	Transport and binding proteins	Anions	1	0.02	5886.60	0.02	1378.98	0.02	1811.63	0.02	943.71	0.02	1752.28	0.02	0.01	0.00	0.00	0.00	nitrate ABC transporter, permease protein
TIGR01184	ntrCD	subfamily	Transport and binding proteins	Other	2	0.05	11773.20	0.04	2757.96	0.04	3623.26	0.04	1887.41	0.04	3504.56	0.04	0	0	0	0	nitrate ABC transporter, ATP-binding proteins C and D
TIGR01187	potA	subfamily	Transport and binding proteins	Amino acids, peptides and amines	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.00	0	0.01	polyamine ABC transporter, ATP-binding protein
TIGR01188	drrA	subfamily	Transport and binding proteins	Other	2	0.05	12698.31	0.05	3012.56	0.05	3806.07	0.04	2119.80	0.05	3759.88	0.05	0.00	0.00	0	0.00	daunorubicin resistance ABC transporter, ATP-binding protein
TIGR01198	pgl	equivalog_domain	Energy metabolism	Pentose phosphate pathway	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0.01	0.01	0.01	0.01	6-phosphogluconolactonase
TIGR01205	D_ala_D_alaTIGR	subfamily	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6439.52	0.02	1522.42	0.02	1897.64	0.02	1108.08	0.02	1911.37	0.02	0	0	0	0	D-alanine--D-alanine ligase
TIGR01208	rmlA_long	equivalog	UNKNOWN	UNKNOWN	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0.00	0.01	0	0.00	glucose-1-phosphate thymidylyltransferase
TIGR01214	rmlD	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6615.35	0.02	1552.83	0.02	2030.94	0.02	1095.93	0.02	1935.65	0.02	0.00	0.00	0	0	dTDP-4-dehydrorhamnose reductase
TIGR01215	minE	equivalog	Cellular processes	Cell division	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0	0	0	0	cell division topological specificity factor MinE
TIGR01216	ATP_synt_epsi	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.00	0.00	0.00	0.00	ATP synthase F1, epsilon subunit
TIGR01221	rmlC	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6615.35	0.02	1552.83	0.02	2030.94	0.02	1095.93	0.02	1935.65	0.02	0	0	0	0	dTDP-4-dehydrorhamnose 3,5-epimerase
TIGR01230	agmatinase	equivalog	UNKNOWN	UNKNOWN	1	0.02	6342.86	0.02	1497.72	0.02	1854.02	0.02	1169.64	0.03	1821.48	0.02	0.01	0.01	0	0.01	agmatinase
TIGR01237	D1pyr5carbox2	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	putative delta-1-pyrroline-5-carboxylate dehydrogenase
TIGR01241	FtsH_fam	subfamily	Protein fate	Degradation of proteins, peptides, and glycopeptides	3	0.07	18818.63	0.07	4425.57	0.07	5775.46	0.07	3041.83	0.07	5575.76	0.07	0.02	0.03	0.01	0.03	ATP-dependent metallopeptidase HflB
TIGR01245	trpD	equivalog_domain	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	anthranilate phosphoribosyltransferase
TIGR01249	pro_imino_pep_1	equivalog	UNKNOWN	UNKNOWN	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	prolyl aminopeptidase
TIGR01251	ribP_PPkin	subfamily	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0	0	0	0	ribose-phosphate diphosphokinase
TIGR01255	pyr_form_ly_1	equivalog	Energy metabolism	Fermentation	1	0.02	6402.18	0.02	1519.72	0.02	2029.19	0.02	939.16	0.02	1914.10	0.02	0.02	0.02	0.01	0.02	formate acetyltransferase
TIGR01256	modA	equivalog	Transport and binding proteins	Anions	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0.03	0.05	0.03	0.03	molybdate ABC transporter, periplasmic molybdate-binding protein
TIGR01260	ATP_synt_c	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6266.63	0.02	1469.58	0.02	1968.57	0.02	957.48	0.02	1871.00	0.02	0.00	0.00	0.00	0.00	ATP synthase F0, C subunit
TIGR01263	4HPPD	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0.01	0.00	0.01	0	4-hydroxyphenylpyruvate dioxygenase
TIGR01273	speA	equivalog	Central intermediary metabolism	Polyamine biosynthesis	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	arginine decarboxylase
TIGR01278	DPOR_BchB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	light-independent protochlorophyllide reductase, B subunit
TIGR01279	DPOR_bchN	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.00	0.00	0.00	0.00	light-independent protochlorophyllide reductase, N subunit
TIGR01280	xseB	equivalog	DNA metabolism	Degradation of DNA	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	exodeoxyribonuclease VII, small subunit
TIGR01281	DPOR_bchL	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein
TIGR01282	nifD	equivalog	Central intermediary metabolism	Nitrogen fixation	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0	0	0	nitrogenase molybdenum-iron protein alpha chain
TIGR01283	nifE	equivalog	Central intermediary metabolism	Nitrogen fixation	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0	0	0	nitrogenase MoFe cofactor biosynthesis protein NifE
TIGR01286	nifK	equivalog	Central intermediary metabolism	Nitrogen fixation	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0	0	0	nitrogenase molybdenum-iron protein beta chain
TIGR01287	nifH	equivalog	Central intermediary metabolism	Nitrogen fixation	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0	0	0	0	nitrogenase iron protein
TIGR01289	LPOR	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.00	0.00	0.00	0	light-dependent protochlorophyllide reductase
TIGR01292	TRX_reduct	equivalog	Energy metabolism	Electron transport	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	thioredoxin-disulfide reductase
TIGR01296	asd_B	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	aspartate-semialdehyde dehydrogenase
TIGR01297	CDF	superfamily	Transport and binding proteins	Cations and iron carrying compounds	2	0.05	12237.95	0.04	2861.51	0.04	3801.33	0.04	1887.34	0.04	3687.76	0.04	0	0	0	0	cation diffusion facilitator family transporter
TIGR01304	IMP_DH_rel_2	hypoth_equivalog	Unknown function	General	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0.46	0.27	0.85	0.33	IMP dehydrogenase family protein
TIGR01307	pgm_bpd_ind	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.02	0.01	0.02	0.02	phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
TIGR01311	glycerol_kin	equivalog	Energy metabolism	Other	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0.00	0.00	0.00	0	glycerol kinase
TIGR01313	therm_gnt_kin	subfamily	UNKNOWN	UNKNOWN	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0	0	0	0	carbohydrate kinase, thermoresistant glucokinase family
TIGR01317	GOGAT_sm_gam	subfamily_domain	UNKNOWN	UNKNOWN	1	0.02	6402.18	0.02	1519.72	0.02	2029.19	0.02	939.16	0.02	1914.10	0.02	0	0	0	0	glutamate synthase, NADH/NADPH, small subunit
TIGR01326	OAH_OAS_sulfhy	subfamily	Amino acid biosynthesis	Serine family	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0.00	0.00	0	0.00	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
TIGR01327	PGDH	equivalog	Amino acid biosynthesis	Serine family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.01	0.01	0.01	0.01	phosphoglycerate dehydrogenase
TIGR01330	bisphos_HAL2	equivalog	UNKNOWN	UNKNOWN	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	3'(2'),5'-bisphosphate nucleotidase
TIGR01332	cyt_b559_alpha	equivalog	Energy metabolism	Photosynthesis	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	cytochrome b559, alpha subunit
TIGR01335	psaA	equivalog	Energy metabolism	Photosynthesis	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	photosystem I core protein PsaA
TIGR01336	psaB	equivalog	Energy metabolism	Photosynthesis	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0.01	0.02	0.01	0.01	photosystem I core protein PsaB
TIGR01337	apcB	equivalog	Energy metabolism	Photosynthesis	2	0.05	13248.79	0.05	3118.96	0.05	4109.59	0.05	2085.55	0.05	3934.69	0.05	0.01	0.01	0.02	0.02	allophycocyanin, beta subunit
TIGR01338	phycocy_alpha	equivalog	Energy metabolism	Photosynthesis	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.27	0.21	0.27	0.32	phycocyanin, alpha subunit
TIGR01339	phycocy_beta	equivalog	Energy metabolism	Photosynthesis	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	3.95	4.31	2.62	4.35	phycocyanin, beta subunit
TIGR01350	lipoamide_DH	equivalog	UNKNOWN	UNKNOWN	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	dihydrolipoyl dehydrogenase
TIGR01351	adk	subfamily	Purines, pyrimidines, nucleosides, and nucleotides	Nucleotide and nucleoside interconversions	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.21	0.11	0.17	0.18	adenylate kinase
TIGR01356	aroA	equivalog	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6927.58	0.02	1665.36	0.03	1961.92	0.02	1368.85	0.03	1931.45	0.02	0	0	0	0	3-phosphoshikimate 1-carboxyvinyltransferase
TIGR01357	aroB	equivalog	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	3-dehydroquinate synthase
TIGR01361	DAHP_synth_Bsub	equivalog_domain	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0.04	0.04	0.03	0.04	3-deoxy-7-phosphoheptulonate synthase
TIGR01368	CPSaseIIsmall	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0.00	0.00	carbamoyl-phosphate synthase, small subunit
TIGR01369	CPSaseII_lrg	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0	0	0	0	carbamoyl-phosphate synthase, large subunit
TIGR01371	met_syn_B12ind	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6223.98	0.02	1462.11	0.02	1907.97	0.02	1025.03	0.02	1828.86	0.02	0	0	0	0	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
TIGR01379	thiL	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	thiamine-phosphate kinase
TIGR01380	glut_syn	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione and analogs	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	glutathione synthase
TIGR01391	dnaG	equivalog_domain	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6642.20	0.02	1562.36	0.02	2082.86	0.02	1046.06	0.02	1950.93	0.02	0	0	0	0	DNA primase
TIGR01392	homoserO_Ac_trn	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0.11	0.17	0.10	0.10	homoserine O-acetyltransferase
TIGR01411	tatAE	subfamily	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.00	0.00	0.01	0.01	twin arginine-targeting protein translocase, TatA/E family
TIGR01418	PEP_synth	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	phosphoenolpyruvate synthase
TIGR01420	pilT_fam	subfamily	Cellular processes	Chemotaxis and motility	3	0.07	19840.47	0.07	4682.16	0.07	6070.80	0.07	3259.77	0.07	5827.75	0.07	0.03	0.03	0.01	0.01	twitching motility protein
TIGR01424	gluta_reduc_2	equivalog	Energy metabolism	Electron transport	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	1.84	1.93	1.78	2.37	glutathione-disulfide reductase
TIGR01443	intein_Cterm	domain	UNKNOWN	UNKNOWN	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.23	0.17	0.29	0.15	intein C-terminal splicing region
TIGR01451	B_ant_repeat	domain	UNKNOWN	UNKNOWN	3	0.07	9692.21	0.03	2146.54	0.03	3185.84	0.04	1402.55	0.03	2957.29	0.04	0	0	0	0	conserved repeat domain
TIGR01455	glmM	equivalog	Central intermediary metabolism	Amino sugars	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0	0	0	0	phosphoglucosamine mutase
TIGR01464	hemE	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6091.15	0.02	1419.38	0.02	1911.89	0.02	941.25	0.02	1818.63	0.02	0	0	0	0	uroporphyrinogen decarboxylase
TIGR01465	cobM_cbiF	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0.00	0.00	0.00	0.00	precorrin-4 C11-methyltransferase
TIGR01466	cobJ_cbiH	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6927.58	0.02	1665.36	0.03	1961.92	0.02	1368.85	0.03	1931.45	0.02	0	0	0	0	precorrin-3B C17-methyltransferase
TIGR01467	cobI_cbiL	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0	0	0	0	precorrin-2 C(20)-methyltransferase
TIGR01469	cobA_cysG_Cterm	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	2	0.05	12804.80	0.05	3031.29	0.05	3882.69	0.05	2150.97	0.05	3739.86	0.05	0.04	0.03	0.04	0.04	uroporphyrinogen-III C-methyltransferase
TIGR01472	gmd	equivalog	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0.07	0.08	0.05	0.10	GDP-mannose 4,6-dehydratase
TIGR01473	cyoE_ctaB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0.00	0.00	0.00	0.00	protoheme IX farnesyltransferase
TIGR01474	ubiA_proteo	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6562.68	0.02	1548.76	0.02	2089.93	0.02	969.20	0.02	1954.80	0.02	0	0	0	0	4-hydroxybenzoate polyprenyl transferase
TIGR01476	chlor_syn_BchG	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Chlorophyll and bacteriochlorphyll	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	bacteriochlorophyll/chlorophyll synthetase
TIGR01484	HAD-SF-IIB	subfamily	Unknown function	Enzymes of unknown specificity	2	0.05	13317.68	0.05	3163.26	0.05	4030.25	0.05	2206.98	0.05	3917.17	0.05	0	0	0	0	HAD hydrolase, family IIB
TIGR01494	ATPase_P-type	subfamily	UNKNOWN	UNKNOWN	8	0.18	51644.83	0.18	12162.90	0.18	15878.67	0.19	8308.71	0.18	15294.55	0.19	0.03	0.03	0.03	0.03	HAD ATPase, P-type, family IC
TIGR01496	DHPS	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	dihydropteroate synthase
TIGR01498	folK	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
TIGR01499	folC	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	1	0.02	6223.98	0.02	1462.11	0.02	1907.97	0.02	1025.03	0.02	1828.86	0.02	0.31	0.29	0.33	0.32	bifunctional protein FolC
TIGR01507	hopene_cyclase	equivalog	Fatty acid and phospholipid metabolism	Other	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	squalene-hopene cyclase
TIGR01509	HAD-SF-IA-v3	subfamily	Unknown function	Enzymes of unknown specificity	4	0.09	24841.74	0.09	5843.11	0.09	7485.39	0.09	4207.24	0.09	7305.98	0.09	0.00	0.00	0.00	0.00	HAD hydrolase, family IA, variant 3
TIGR01513	NAPRTase_put	hypoth_equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	nicotinate phosphoribosyltransferase
TIGR01515	branching_enzym	equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	2	0.05	13163.33	0.05	3099.46	0.05	4016.75	0.05	2173.45	0.05	3873.65	0.05	0	0	0	0.01	1,4-alpha-glucan branching enzyme
TIGR01534	GAPDH-I	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	2	0.05	13485.08	0.05	3193.40	0.05	4094.83	0.05	2234.84	0.05	3961.99	0.05	0.03	0.03	0.03	0.02	glyceraldehyde-3-phosphate dehydrogenase, type I
TIGR01548	HAD-SF-IA-hyp1	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	HAD hydrolase, TIGR01548 family
TIGR01549	HAD-SF-IA-v1	subfamily	Unknown function	Enzymes of unknown specificity	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0	0	0	0	HAD hydrolase, family IA, variant 1
TIGR01550	DOC_P1	subfamily	Unknown function	General	2	0.05	12868.56	0.05	3034.44	0.05	4035.27	0.05	1945.49	0.04	3853.36	0.05	0.01	0.01	0.00	0.00	death-on-curing family protein
TIGR01552	phd_fam	subfamily	Mobile and extrachromosomal element functions	Other	2	0.05	12663.85	0.05	3006.44	0.05	3922.46	0.05	1995.33	0.04	3739.62	0.05	0	0	0	0	prevent-host-death family protein
TIGR01561	gde_arch	hypoth_equivalog	Energy metabolism	Biosynthesis and degradation of polysaccharides	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0.04	0.03	0.05	0.03	putative glycogen debranching enzyme, archaeal type
TIGR01573	cas2	equivalog	UNKNOWN	UNKNOWN	2	0.05	12054.66	0.04	2840.33	0.04	3498.42	0.04	2261.31	0.05	3454.59	0.04	0.00	0	0	0.00	CRISPR-associated endonuclease Cas2
TIGR01632	L11_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	ribosomal protein uL11
TIGR01668	YqeG_hyp_ppase	hypoth_equivalog	UNKNOWN	UNKNOWN	1	0.02	6389.65	0.02	1500.73	0.02	1926.77	0.02	1091.64	0.02	1870.50	0.02	0	0	0	0	HAD phosphatase, family IIIA
TIGR01683	thiS	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	1	0.02	6509.25	0.02	1529.65	0.02	1935.76	0.02	1160.79	0.03	1883.05	0.02	0.02	0.02	0.01	0.02	thiamine biosynthesis protein ThiS
TIGR01694	MTAP	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Salvage of nucleosides and nucleotides	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	methylthioadenosine phosphorylase
TIGR01695	murJ_mviN	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6389.65	0.02	1500.73	0.02	1926.77	0.02	1091.64	0.02	1870.50	0.02	0.01	0.00	0.01	0.00	murein biosynthesis integral membrane protein MurJ
TIGR01703	hybrid_clust	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0.00	0.00	0.00	0	hydroxylamine reductase
TIGR01728	SsuA_fam	subfamily	Transport and binding proteins	Other	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.00	0.01	0.00	0.01	ABC transporter, substrate-binding protein, aliphatic sulfonates family
TIGR01730	RND_mfp	subfamily	Transport and binding proteins	Unknown substrate	5	0.11	32316.43	0.12	7662.27	0.12	9737.97	0.11	5488.48	0.12	9427.72	0.11	0.00	0.00	0.00	0	efflux transporter, RND family, MFP subunit
TIGR01733	AA-adenyl-dom	subfamily_domain	UNKNOWN	UNKNOWN	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	amino acid adenylation domain
TIGR01736	FGAM_synth_II	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6212.62	0.02	1460.35	0.02	1906.40	0.02	980.73	0.02	1865.14	0.02	0	0	0	0	phosphoribosylformylglycinamidine synthase II
TIGR01737	FGAM_synth_I	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6699.09	0.02	1588.53	0.02	1983.47	0.02	1181.26	0.03	1945.83	0.02	0	0	0	0	phosphoribosylformylglycinamidine synthase I
TIGR01740	pyrF	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6482.93	0.02	1532.16	0.02	1935.21	0.02	1150.35	0.02	1865.20	0.02	0.02	0.02	0.03	0.02	orotidine 5'-phosphate decarboxylase
